feature,importance
clustering_ConnectedComponentsClustering,0.06269172935624327
lm_smpnet,0.0570101563920649
lm_sdistilroberta,0.03203266079188864
lm_st5,0.02690049231982128
lm_word2vec,0.023818459773554502
lm_sminilm,0.01593838458152357
lm_fasttext,0.006812518386422717
k,0.0002083071506378431
AverageNVpairsPerAttribute,0.0
AverageDistinctValuesPerAttribute,0.0
NumberOfMissingNVpairs,0.0
AverageValueTokens,0.0
MaxValuesPerEntity,0.0
AverageDistinctValuesPerEntity,0.0
AverageNVPairsPerEntity,0.0
NumberOfNameValuePairs,0.0
NumberOfDistinctValues,0.0
NumberOfAttributes,0.0
InputEntityProfiles,0.0
AverageValueLength,0.0
threshold,-0.00017223597372719723
clustering_UniqueMappingClustering,-0.06892418402042759
clustering_KiralyMSMApproximateClustering,-0.07759181569504517
