feature,importance
lm_st5,0.06828619489457702
threshold,0.011424174990985424
clustering_KiralyMSMApproximateClustering,0.009438928634748845
lm_smpnet,0.0010698890094667179
k,4.7211871998742435e-06
AverageDistinctValuesPerAttribute,0.0
MaxValuesPerEntity,0.0
AverageValueTokens,0.0
NumberOfMissingNVpairs,0.0
AverageValueLength,0.0
AverageNVpairsPerAttribute,0.0
AverageDistinctValuesPerEntity,0.0
AverageNVPairsPerEntity,0.0
NumberOfNameValuePairs,0.0
NumberOfDistinctValues,0.0
NumberOfAttributes,0.0
InputEntityProfiles,0.0
lm_sdistilroberta,-0.0013895775925252263
lm_sminilm,-0.004690294460246736
clustering_ConnectedComponentsClustering,-0.004826355957370909
clustering_UniqueMappingClustering,-0.007693911656086172
lm_fasttext,-0.042460232364886184
lm_word2vec,-0.06400889250840595
