feature,importance
clustering_ConnectedComponentsClustering,0.7061233885702519
lm_word2vec,0.34264394840613244
threshold,0.21532975797311654
clustering_UniqueMappingClustering,0.0004890794930820341
k,6.307773487908008e-05
NumberOfNameValuePairs,0.0
MaxValuesPerEntity,0.0
lm_st5,0.0
lm_sent_glove,0.0
lm_fasttext,0.0
InputEntityProfiles,0.0
AverageNVPairsPerEntity,0.0
NumberOfAttributes,0.0
AverageValueTokens,0.0
NumberOfDistinctValues,0.0
NumberOfMissingNVpairs,0.0
AverageDistinctValuesPerAttribute,0.0
AverageNVpairsPerAttribute,0.0
AverageDistinctValuesPerEntity,0.0
AverageValueLength,0.0
clustering_KiralyMSMApproximateClustering,-0.004266559570726169
lm_sminilm,-0.015000459175172055
lm_smpnet,-0.04973887380401578
