feature,importance
clustering_ConnectedComponentsClustering,0.20389367488064547
threshold,0.08686310723508459
lm_fasttext,0.06301138688001054
lm_st5,0.050103738523703534
lm_sminilm,0.012737950217728767
lm_smpnet,0.004628341349963527
k,2.2139342580551613e-05
NumberOfMissingNVpairs,0.0
MaxValuesPerEntity,0.0
AverageValueTokens,0.0
AverageValueLength,0.0
AverageDistinctValuesPerAttribute,0.0
AverageNVpairsPerAttribute,0.0
AverageDistinctValuesPerEntity,0.0
AverageNVPairsPerEntity,0.0
NumberOfNameValuePairs,0.0
NumberOfDistinctValues,0.0
NumberOfAttributes,0.0
InputEntityProfiles,0.0
clustering_UniqueMappingClustering,-0.025897276337208907
lm_sdistilroberta,-0.04042918303276384
lm_word2vec,-0.08907520222508243
clustering_KiralyMSMApproximateClustering,-0.1095387462285979
