feature,importance
clustering_ConnectedComponentsClustering,0.5386656905995846
lm_sent_glove,0.014873731766221443
lm_sminilm,0.0070060060154481405
lm_sdistilroberta,0.0065549950423473115
lm_word2vec,0.004291445008692873
lm_smpnet,0.004009686801826451
lm_st5,0.002227930708715431
k,7.199092318788125e-05
AverageNVpairsPerAttribute,0.0
AverageDistinctValuesPerAttribute,0.0
NumberOfMissingNVpairs,0.0
AverageValueTokens,0.0
MaxValuesPerEntity,0.0
AverageDistinctValuesPerEntity,0.0
AverageNVPairsPerEntity,0.0
NumberOfNameValuePairs,0.0
NumberOfDistinctValues,0.0
NumberOfAttributes,0.0
InputEntityProfiles,0.0
AverageValueLength,0.0
threshold,-0.0036380060172097606
clustering_UniqueMappingClustering,-0.03144481437841771
clustering_KiralyMSMApproximateClustering,-0.03863810303421626
