TEST_SET, AUTOML_REGRESSOR, TEST_MSE, PREDICTED_F1, GLOBAL_BEST_F1, PERFORMANCE, PREDICTIONS_RUNTIME, OPTIMIZATION_TIME
D1, extra_trees | extra_trees | random_forest | gradient_boosting | gradient_boosting, 347.4311, 55.3459, 78.4314, 0.7057, 22.2687, 43205.9562
