TEST_SET, AUTOML_REGRESSOR, TEST_MSE, PREDICTED_F1, GLOBAL_BEST_F1, PERFORMANCE, PREDICTIONS_RUNTIME, OPTIMIZATION_TIME
D10, extra_trees | extra_trees | gradient_boosting, 269.1317, 55.0078, 56.117, 0.9802, 69.3814, 43207.7945
