TEST_SET, AUTOML_REGRESSOR, TEST_MSE, PREDICTED_F1, GLOBAL_BEST_F1, PERFORMANCE, PREDICTIONS_RUNTIME, OPTIMIZATION_TIME
D3, extra_trees | extra_trees | gradient_boosting | random_forest, 293.129, 56.0706, 59.1887, 0.9473, 26.4913, 43204.4283
