TEST_SET, AUTOML_REGRESSOR, TEST_MSE, PREDICTED_F1, GLOBAL_BEST_F1, PERFORMANCE, PREDICTIONS_RUNTIME, OPTIMIZATION_TIME
D8, extra_trees | extra_trees | random_forest | gradient_boosting | gradient_boosting | k_nearest_neighbors, 723.2406, 38.0861, 49.5337, 0.7689, 256.0785, 43215.4177
