TEST_SET, AUTOML_REGRESSOR, TEST_MSE, PREDICTED_F1, GLOBAL_BEST_F1, PERFORMANCE, PREDICTIONS_RUNTIME, OPTIMIZATION_TIME, LM, K, CLUSTERING, THRESHOLD
D6, 0.88*random_forest + 0.08*gradient_boosting + 0.04*gradient_boosting, 340.7414, 32.7573, 60.4225, 0.5421, 58.3347, 43445.624, st5, 95, ConnectedComponentsClustering, 0.8556
