TEST_SET, AUTOML_REGRESSOR, TEST_MSE, PREDICTED_F1, GLOBAL_BEST_F1, PERFORMANCE, PREDICTIONS_RUNTIME, OPTIMIZATION_TIME
D9, gradient_boosting | gradient_boosting | gradient_boosting, 940.4119, 91.6553, 94.9241, 0.9656, 77.3172, 43198.6458
