TEST_SET, AUTOML_REGRESSOR, TEST_MSE, PREDICTED_F1, GLOBAL_BEST_F1, PERFORMANCE, PREDICTIONS_RUNTIME, OPTIMIZATION_TIME
D6, gradient_boosting | gradient_boosting | random_forest | gradient_boosting, 395.8337, 46.6491, 60.4225, 0.772, 97.8737, 43201.5857
