Feature,Importance,Std,Rank
k,0.0022373186989110396,0.00045886006104901877,0
threshold,0.09997882076779571,0.0012234189376288587,1
clustering_ConnectedComponentsClustering,0.20153262036660297,0.0010922241824861093,2
clustering_KiralyMSMApproximateClustering,0.1623110222892814,0.0008686101973052016,3
clustering_UniqueMappingClustering,0.14931387144617725,0.0008574016232989787,4
lm_fasttext,-8.715922409905375e-05,9.273310594350683e-06,5
lm_sdistilroberta,-6.845937645927336e-06,4.402194286307411e-06,6
lm_sent_glove,-0.01817855768198946,0.000763713216911489,7
lm_sminilm,0.002718570627307226,0.000783868803972787,8
lm_smpnet,-1.26429506614123e-05,3.0702985919086107e-06,9
lm_st5,-3.2305794157139188e-06,7.585479974991863e-06,10
lm_word2vec,-0.014755783862732307,0.0009463433541656744,11
