Feature,Importance,Std,Rank
k,-0.0004034103931326305,1.7511343195998773e-05,0
threshold,0.020130480926418413,0.0018515666025518231,1
clustering_ConnectedComponentsClustering,0.26396053310162054,0.0026562357917187924,2
clustering_KiralyMSMApproximateClustering,0.042983753296714375,0.0005520432556328139,3
clustering_UniqueMappingClustering,-0.01627210351764675,0.00036551976973080776,4
lm_fasttext,0.0,0.0,5
lm_sdistilroberta,0.00015171205959999546,3.31815003632678e-05,6
lm_sent_glove,0.02177446303192334,0.0013415606258062455,7
lm_sminilm,0.03816897739319438,0.0006706830096666079,8
lm_smpnet,0.00031708010886120073,5.888713786321194e-06,9
lm_st5,-0.00039275096072555193,8.443567930448499e-05,10
lm_word2vec,0.09236484673479413,0.0013960726871892599,11
