Feature,Importance,Std,Rank
k,0.0018802207173643892,0.0004451323192976363,0
threshold,0.029040898395430826,0.0009893673382317491,1
clustering_ConnectedComponentsClustering,0.20558939032708254,0.002591815238041601,2
clustering_KiralyMSMApproximateClustering,0.09584630118601682,0.0019322230200012785,3
clustering_UniqueMappingClustering,0.07609642201127478,0.0010198301299212675,4
lm_fasttext,-1.752909646108858e-05,7.19577498503966e-06,5
lm_sdistilroberta,7.978151243981379e-07,3.3323284323284443e-06,6
lm_sent_glove,0.028448220798293965,0.0004143307423144024,7
lm_sminilm,5.059298469080042e-05,6.586699897407599e-06,8
lm_smpnet,1.18900546209888e-06,2.3797691951643856e-06,9
lm_st5,2.7839605306356764e-05,2.827851767202475e-06,10
lm_word2vec,0.04977403204656032,0.0008846886762385423,11
