Feature,Importance,Std,Rank
k,0.00010168043695006901,0.0005669916062383942,0
threshold,-0.08525574334143235,0.002235977094257699,1
clustering_ConnectedComponentsClustering,0.2109540022818419,0.0018685663542879355,2
clustering_KiralyMSMApproximateClustering,0.016793454051211798,0.0023545789526363595,3
clustering_UniqueMappingClustering,-0.06430210709868234,0.0013493282399830036,4
lm_fasttext,0.0007734292147428601,2.3426490052279635e-05,5
lm_sdistilroberta,-1.5818139895196203e-05,3.1478101782695242e-06,6
lm_sent_glove,0.061263069354839515,0.0013438927649939134,7
lm_sminilm,0.056695621677055975,0.0018033941586107524,8
lm_smpnet,3.754618838458512e-06,2.2188219351113017e-06,9
lm_st5,-8.690373840924969e-06,5.952357848475941e-06,10
lm_word2vec,0.09482075014108637,0.0017977715902519707,11
