Feature,Importance,Std,Rank
k,0.002532667487922624,0.0005790610692750111,0
threshold,-0.03470252095204089,0.0019395729486161757,1
clustering_ConnectedComponentsClustering,0.27986978977168614,0.0031618263173787686,2
clustering_KiralyMSMApproximateClustering,0.031752899977655624,0.0017803953824336533,3
clustering_UniqueMappingClustering,-0.006332263115296355,0.0013066211964282042,4
lm_fasttext,8.766742055223986e-05,1.9228595722451264e-05,5
lm_sdistilroberta,2.4705982965156358e-05,7.896914518971285e-06,6
lm_sent_glove,0.016882462559707025,0.00097520741834068,7
lm_sminilm,-0.007745405502663583,0.002000787015633028,8
lm_smpnet,2.5320640220605207e-05,6.408252184772194e-06,9
lm_st5,3.7151852665617825e-06,7.267607388338808e-06,10
lm_word2vec,1.890079538515721e-05,5.121962380546413e-06,11
