Feature,Importance,Std,Rank
k,0.0009051063263476155,0.00011933391378882635,0
threshold,0.012990894985280776,0.000691666912444132,1
clustering_ConnectedComponentsClustering,0.3108341105939882,0.003482811583556927,2
clustering_KiralyMSMApproximateClustering,0.027694476377935828,0.0005875385133276427,3
clustering_UniqueMappingClustering,0.03242820939160311,0.0002737276131835767,4
lm_fasttext,-1.5576700281294542e-06,1.1525767965689174e-06,5
lm_sdistilroberta,-2.8564279720533213e-06,1.0244678319810776e-06,6
lm_sent_glove,0.040118887707096096,0.0008405665453207721,7
lm_sminilm,0.01668302408937069,0.0008377483879033144,8
lm_smpnet,2.773314997095433e-07,4.1199211436779935e-07,9
lm_st5,8.361940310541716e-06,8.906623803460929e-07,10
lm_word2vec,1.3901589035814067e-05,2.647846302991562e-06,11
