Feature,Importance,Std,Rank
k,0.0064231630711436335,0.0012609875116649097,0
threshold,0.08517290074005221,0.0024641483076395646,1
clustering_ConnectedComponentsClustering,0.12711560730544805,0.001773413324962104,2
clustering_KiralyMSMApproximateClustering,0.1007050976985853,0.001119588501144051,3
clustering_UniqueMappingClustering,0.016086894571246724,0.001871813258670434,4
lm_fasttext,-0.00044844545161928375,0.00020986801648986017,5
lm_sdistilroberta,-0.00048406627234816036,0.0001838722773226649,6
lm_sent_glove,0.00782034139800274,0.0003706051286019856,7
lm_sminilm,0.03874625685480937,0.0011295212068378729,8
lm_smpnet,0.0010741022945938371,0.00011569226874470066,9
lm_st5,-5.426283360183692e-05,0.00010110811940579883,10
lm_word2vec,0.0462121789172504,0.0012025314057267518,11
