Feature,Importance,Std,Rank
k,-0.00016058995754006933,6.82158883883586e-06,0
threshold,0.09362665050446065,0.0013640306082397988,1
InputEntityProfiles,0.0,0.0,2
NumberOfAttributes,0.0,0.0,3
NumberOfDistinctValues,0.0,0.0,4
NumberOfNameValuePairs,0.0,0.0,5
AverageNVPairsPerEntity,0.0,0.0,6
AverageDistinctValuesPerEntity,0.0,0.0,7
AverageNVpairsPerAttribute,0.0,0.0,8
AverageDistinctValuesPerAttribute,0.0,0.0,9
NumberOfMissingNVpairs,0.0,0.0,10
AverageValueLength,0.0,0.0,11
AverageValueTokens,0.0,0.0,12
MaxValuesPerEntity,0.0,0.0,13
clustering_ConnectedComponentsClustering,0.2658879151707743,0.0028731027118162607,14
clustering_KiralyMSMApproximateClustering,0.000565582925098318,1.5010849765004873e-05,15
clustering_UniqueMappingClustering,0.0038732979121862466,6.599763991014854e-05,16
lm_fasttext,-0.0008812689756719338,1.6438476061466328e-05,17
lm_sdistilroberta,0.00035930574768430203,0.00010873057676437225,18
lm_sent_glove,1.115007998426787e-05,1.161226249886572e-06,19
lm_sminilm,0.04723698628624695,0.00029249055650039835,20
lm_smpnet,0.0013006620933733392,2.74517749355391e-05,21
lm_st5,0.05436236142407278,0.0018216397207119655,22
lm_word2vec,-0.00020818758252267867,4.284048190700119e-06,23
