Feature,Importance,Std,Rank
k,9.036933450607964e-05,1.5744006269342345e-05,0
threshold,0.2427813079364621,0.0020954237140063305,1
InputEntityProfiles,0.0,0.0,2
NumberOfAttributes,0.0,0.0,3
NumberOfDistinctValues,0.0,0.0,4
NumberOfNameValuePairs,0.0,0.0,5
AverageNVPairsPerEntity,0.0,0.0,6
AverageDistinctValuesPerEntity,0.0,0.0,7
AverageNVpairsPerAttribute,0.0,0.0,8
AverageDistinctValuesPerAttribute,0.0,0.0,9
NumberOfMissingNVpairs,0.0,0.0,10
AverageValueLength,0.0,0.0,11
AverageValueTokens,0.0,0.0,12
MaxValuesPerEntity,0.0,0.0,13
clustering_ConnectedComponentsClustering,-0.01163657251861081,0.0013408452083956063,14
clustering_KiralyMSMApproximateClustering,0.00194870665006881,5.064808143009019e-05,15
clustering_UniqueMappingClustering,-0.0003031872989331497,6.144348041529147e-05,16
lm_fasttext,0.0002326536623881381,2.3179514421877155e-06,17
lm_sdistilroberta,-0.0007907025849671401,1.9780611068596813e-05,18
lm_sent_glove,-0.0002862732532468382,1.044465277921467e-05,19
lm_sminilm,-0.0015498103690592346,0.00010245841705942931,20
lm_smpnet,-0.0011985133702963947,4.8934113577796395e-05,21
lm_st5,0.2770065610803507,0.002414264006542926,22
lm_word2vec,-4.0256724562515166e-05,1.5560235586760838e-06,23
