Dataset,InputEntityProfiles,NumberOfAttributes,NumberOfDistinctValues,NumberOfNameValuePairs,AverageNVPairsPerEntity,AverageDistinctValuesPerEntity,AverageNVpairsPerAttribute,AverageDistinctValuesPerAttribute,NumberOfMissingNVpairs,AverageValueLength,AverageValueTokens,MaxValuesPerEntity
dbpedia,3354773,57104,12070735,51918529,15.476018496631516,3.598078021970488,909.1925084057159,211.38160198935276,1.6040927552E10,375.69874921492453,79.3907522207911,4797
