trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D1,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,33.7662,58.427,42.7984,0.7323
1,D1,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,38.2222,96.6292,54.7771,1.4731
2,D1,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,30.5,68.5393,42.2145,1.6247
3,D1,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,19.6203,69.6629,30.6173,1.4506
4,D1,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,70.0,39.3258,50.3597,1.0824
0,D1,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,33.7662,58.427,42.7984,0.3374
1,D1,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,38.2222,96.6292,54.7771,2.0143
2,D1,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,30.5,68.5393,42.2145,1.1876
3,D1,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,19.6203,69.6629,30.6173,2.1926
4,D1,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,70.0,39.3258,50.3597,1.4403
5,D1,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,gps,16,37.6068,98.8764,54.4892,2.1499
6,D1,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,gps,16,37.8855,96.6292,54.4304,2.3299
7,D1,UniqueMappingClustering,word2vec,11,0.16050713565217573,gps,16,20.8163,57.3034,30.5389,0.5515
8,D1,ConnectedComponentsClustering,smpnet,27,0.867117980377068,gps,16,74.1573,74.1573,74.1573,0.7938
9,D1,UniqueMappingClustering,smpnet,90,0.6531767268315849,gps,16,37.069,96.6292,53.5826,2.0268
0,D1,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,33.7662,58.427,42.7984,1.0907
1,D1,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,38.2222,96.6292,54.7771,1.7808
2,D1,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,30.5,68.5393,42.2145,1.506
