trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D8,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,16.2264,35.2872,22.2304,5.3522
1,D8,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,24.9752,58.9683,35.0889,9.9331
2,D8,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,9.5852,20.0469,12.9693,14.7634
3,D8,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,7.1997,21.2192,10.7514,14.2645
4,D8,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,45.2229,8.3236,14.0594,8.345
0,D8,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,16.2264,35.2872,22.2304,5.2008
1,D8,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,24.9752,58.9683,35.0889,10.2385
2,D8,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,9.5852,20.0469,12.9693,15.5767
3,D8,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,7.1997,21.2192,10.7514,13.8587
4,D8,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,45.2229,8.3236,14.0594,8.331
5,D8,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,gps,16,28.7718,69.7538,40.7395,16.9095
6,D8,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,gps,16,25.1626,58.9683,35.2735,15.8219
7,D8,UniqueMappingClustering,word2vec,11,0.16050713565217573,gps,16,12.6557,36.9285,18.851,3.1177
8,D8,ConnectedComponentsClustering,smpnet,27,0.867117980377068,gps,16,48.2249,19.109,27.372,4.8021
9,D8,UniqueMappingClustering,smpnet,90,0.6531767268315849,gps,16,21.6716,60.4924,31.9109,9.0853
0,D8,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,16.2264,35.2872,22.2304,5.3315
1,D8,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,24.9752,58.9683,35.0889,10.1305
2,D8,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,9.5852,20.0469,12.9693,15.2061
3,D8,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,7.1997,21.2192,10.7514,14.2189
4,D8,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,45.2229,8.3236,14.0594,8.3043
5,D8,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,gps,16,28.7718,69.7538,40.7395,17.0886
6,D8,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,gps,16,25.1626,58.9683,35.2735,16.6728
7,D8,UniqueMappingClustering,word2vec,11,0.16050713565217573,gps,16,12.6557,36.9285,18.851,2.9249
8,D8,ConnectedComponentsClustering,smpnet,27,0.867117980377068,gps,16,48.2249,19.109,27.372,4.676
9,D8,UniqueMappingClustering,smpnet,90,0.6531767268315849,gps,16,21.6716,60.4924,31.9109,9.9571
10,D8,KiralyMSMApproximateClustering,st5,99,0.05,gps,16,28.8136,69.7538,40.7814,25.2245
11,D8,KiralyMSMApproximateClustering,st5,98,0.6236444773905503,gps,16,28.8136,69.7538,40.7814,22.8977
12,D8,UniqueMappingClustering,st5,99,0.2925105747436173,gps,16,23.61,70.6917,35.3977,27.2551
13,D8,ConnectedComponentsClustering,st5,93,0.11347004854741742,gps,16,0,0,0,12.6509
14,D8,KiralyMSMApproximateClustering,st5,1,0.95,gps,16,55.8719,36.8113,44.3816,2.2533
0,D8,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,16.2264,35.2872,22.2304,3.3816
1,D8,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,24.9752,58.9683,35.0889,11.2278
2,D8,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,9.5852,20.0469,12.9693,15.2075
3,D8,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,7.1997,21.2192,10.7514,14.2553
4,D8,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,45.2229,8.3236,14.0594,8.3517
5,D8,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,gps,16,28.7718,69.7538,40.7395,16.7353
6,D8,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,gps,16,25.1626,58.9683,35.2735,15.6441
7,D8,UniqueMappingClustering,word2vec,11,0.16050713565217573,gps,16,12.6557,36.9285,18.851,3.0147
8,D8,ConnectedComponentsClustering,smpnet,27,0.867117980377068,gps,16,48.2249,19.109,27.372,4.7088
9,D8,UniqueMappingClustering,smpnet,90,0.6531767268315849,gps,16,21.6716,60.4924,31.9109,8.8156
10,D8,KiralyMSMApproximateClustering,st5,99,0.05,gps,16,28.8136,69.7538,40.7814,25.0848
11,D8,KiralyMSMApproximateClustering,st5,98,0.6236444773905503,gps,16,28.8136,69.7538,40.7814,22.6753
12,D8,UniqueMappingClustering,st5,99,0.2925105747436173,gps,16,23.61,70.6917,35.3977,26.277
13,D8,ConnectedComponentsClustering,st5,93,0.11347004854741742,gps,16,0,0,0,12.3218
14,D8,KiralyMSMApproximateClustering,st5,1,0.95,gps,16,55.8719,36.8113,44.3816,2.5135
15,D8,KiralyMSMApproximateClustering,st5,1,0.05,gps,16,26.2273,69.5193,38.0861,2.3171
16,D8,KiralyMSMApproximateClustering,st5,30,0.95,gps,16,55.7319,37.0457,44.507,4.2074
17,D8,KiralyMSMApproximateClustering,sdistilroberta,1,0.95,gps,16,67.2619,13.2474,22.1352,2.9758
18,D8,UniqueMappingClustering,st5,1,0.95,gps,16,55.8719,36.8113,44.3816,2.5895
19,D8,UniqueMappingClustering,smpnet,1,0.95,gps,16,60.084,16.7644,26.2145,2.6217
0,D8,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,16.2264,35.2872,22.2304,4.9919
1,D8,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,24.9752,58.9683,35.0889,10.1966
2,D8,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,9.5852,20.0469,12.9693,15.1252
3,D8,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,7.1997,21.2192,10.7514,13.9787
4,D8,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,45.2229,8.3236,14.0594,9.7198
5,D8,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,gps,16,28.7718,69.7538,40.7395,17.2836
6,D8,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,gps,16,25.1626,58.9683,35.2735,16.0138
7,D8,UniqueMappingClustering,word2vec,11,0.16050713565217573,gps,16,12.6557,36.9285,18.851,3.2126
8,D8,ConnectedComponentsClustering,smpnet,27,0.867117980377068,gps,16,48.2249,19.109,27.372,4.5023
9,D8,UniqueMappingClustering,smpnet,90,0.6531767268315849,gps,16,21.6716,60.4924,31.9109,8.9848
10,D8,KiralyMSMApproximateClustering,st5,99,0.05,gps,16,28.8136,69.7538,40.7814,24.6566
11,D8,KiralyMSMApproximateClustering,st5,98,0.6236444773905503,gps,16,28.8136,69.7538,40.7814,23.7769
12,D8,UniqueMappingClustering,st5,99,0.2925105747436173,gps,16,23.61,70.6917,35.3977,26.1307
13,D8,ConnectedComponentsClustering,st5,93,0.11347004854741742,gps,16,0,0,0,14.3497
14,D8,KiralyMSMApproximateClustering,st5,1,0.95,gps,16,55.8719,36.8113,44.3816,2.3321
15,D8,KiralyMSMApproximateClustering,st5,1,0.05,gps,16,26.2273,69.5193,38.0861,2.6728
16,D8,KiralyMSMApproximateClustering,st5,30,0.95,gps,16,55.7319,37.0457,44.507,4.2821
17,D8,KiralyMSMApproximateClustering,sdistilroberta,1,0.95,gps,16,67.2619,13.2474,22.1352,3.159
18,D8,UniqueMappingClustering,st5,1,0.95,gps,16,55.8719,36.8113,44.3816,2.7073
19,D8,UniqueMappingClustering,smpnet,1,0.95,gps,16,60.084,16.7644,26.2145,3.1177
20,D8,UniqueMappingClustering,st5,1,0.05,gps,16,26.2273,69.5193,38.0861,2.8565
21,D8,UniqueMappingClustering,st5,35,0.95,gps,16,54.8611,37.0457,44.2267,5.1578
22,D8,KiralyMSMApproximateClustering,sent_glove,1,0.95,gps,16,44.8864,9.2614,15.3547,2.5075
23,D8,KiralyMSMApproximateClustering,sminilm,100,0.95,gps,16,62.0408,17.8195,27.6867,10.276
24,D8,UniqueMappingClustering,st5,17,0.95,gps,16,54.8611,37.0457,44.2267,3.9382
0,D8,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,16.2264,35.2872,22.2304,4.9332
1,D8,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,24.9752,58.9683,35.0889,10.3259
2,D8,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,9.5852,20.0469,12.9693,15.0281
3,D8,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,7.1997,21.2192,10.7514,13.9122
4,D8,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,45.2229,8.3236,14.0594,8.5355
5,D8,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,gps,16,28.7718,69.7538,40.7395,16.6053
6,D8,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,gps,16,25.1626,58.9683,35.2735,17.7492
7,D8,UniqueMappingClustering,word2vec,11,0.16050713565217573,gps,16,12.6557,36.9285,18.851,3.1114
8,D8,ConnectedComponentsClustering,smpnet,27,0.867117980377068,gps,16,48.2249,19.109,27.372,4.3923
9,D8,UniqueMappingClustering,smpnet,90,0.6531767268315849,gps,16,21.6716,60.4924,31.9109,9.0142
10,D8,KiralyMSMApproximateClustering,st5,99,0.05,gps,16,28.8136,69.7538,40.7814,23.9142
11,D8,KiralyMSMApproximateClustering,st5,98,0.6236444773905503,gps,16,28.8136,69.7538,40.7814,22.9652
12,D8,UniqueMappingClustering,st5,99,0.2925105747436173,gps,16,23.61,70.6917,35.3977,26.2674
13,D8,ConnectedComponentsClustering,st5,93,0.11347004854741742,gps,16,0,0,0,12.512
14,D8,KiralyMSMApproximateClustering,st5,1,0.95,gps,16,55.8719,36.8113,44.3816,2.2693
15,D8,KiralyMSMApproximateClustering,st5,1,0.05,gps,16,26.2273,69.5193,38.0861,2.2647
16,D8,KiralyMSMApproximateClustering,st5,30,0.95,gps,16,55.7319,37.0457,44.507,5.6348
17,D8,KiralyMSMApproximateClustering,sdistilroberta,1,0.95,gps,16,67.2619,13.2474,22.1352,3.0922
18,D8,UniqueMappingClustering,st5,1,0.95,gps,16,55.8719,36.8113,44.3816,2.6082
19,D8,UniqueMappingClustering,smpnet,1,0.95,gps,16,60.084,16.7644,26.2145,2.7279
20,D8,UniqueMappingClustering,st5,1,0.05,gps,16,26.2273,69.5193,38.0861,2.6795
21,D8,UniqueMappingClustering,st5,35,0.95,gps,16,54.8611,37.0457,44.2267,5.2674
22,D8,KiralyMSMApproximateClustering,sent_glove,1,0.95,gps,16,44.8864,9.2614,15.3547,2.4055
23,D8,KiralyMSMApproximateClustering,sminilm,100,0.95,gps,16,62.0408,17.8195,27.6867,9.5306
24,D8,UniqueMappingClustering,st5,17,0.95,gps,16,54.8611,37.0457,44.2267,3.6472
25,D8,UniqueMappingClustering,sminilm,100,0.95,gps,16,61.5385,17.8195,27.6364,10.0074
26,D8,ConnectedComponentsClustering,sminilm,1,0.95,gps,16,67.2131,14.4197,23.7452,2.3805
27,D8,KiralyMSMApproximateClustering,st5,17,0.95,gps,16,55.7319,37.0457,44.507,3.739
28,D8,UniqueMappingClustering,sdistilroberta,100,0.95,gps,16,66.4706,13.2474,22.0919,9.9787
29,D8,UniqueMappingClustering,st5,100,0.95,gps,16,54.8611,37.0457,44.2267,9.1496
0,D8,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,16.2264,35.2872,22.2304,5.0455
1,D8,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,24.9752,58.9683,35.0889,10.3804
2,D8,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,9.5852,20.0469,12.9693,14.974
3,D8,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,7.1997,21.2192,10.7514,14.2603
4,D8,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,45.2229,8.3236,14.0594,8.8773
5,D8,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,gps,16,28.7718,69.7538,40.7395,16.0613
6,D8,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,gps,16,25.1626,58.9683,35.2735,16.4158
7,D8,UniqueMappingClustering,word2vec,11,0.16050713565217573,gps,16,12.6557,36.9285,18.851,3.0868
8,D8,ConnectedComponentsClustering,smpnet,27,0.867117980377068,gps,16,48.2249,19.109,27.372,5.3918
9,D8,UniqueMappingClustering,smpnet,90,0.6531767268315849,gps,16,21.6716,60.4924,31.9109,9.1146
10,D8,KiralyMSMApproximateClustering,st5,99,0.05,gps,16,28.8136,69.7538,40.7814,24.7657
11,D8,KiralyMSMApproximateClustering,st5,98,0.6236444773905503,gps,16,28.8136,69.7538,40.7814,24.0554
12,D8,UniqueMappingClustering,st5,99,0.2925105747436173,gps,16,23.61,70.6917,35.3977,27.435
13,D8,ConnectedComponentsClustering,st5,93,0.11347004854741742,gps,16,0,0,0,13.0263
14,D8,KiralyMSMApproximateClustering,st5,1,0.95,gps,16,55.8719,36.8113,44.3816,2.3314
15,D8,KiralyMSMApproximateClustering,st5,1,0.05,gps,16,26.2273,69.5193,38.0861,3.2875
16,D8,KiralyMSMApproximateClustering,st5,30,0.95,gps,16,55.7319,37.0457,44.507,4.7194
17,D8,KiralyMSMApproximateClustering,sdistilroberta,1,0.95,gps,16,67.2619,13.2474,22.1352,2.9371
18,D8,UniqueMappingClustering,st5,1,0.95,gps,16,55.8719,36.8113,44.3816,2.5836
19,D8,UniqueMappingClustering,smpnet,1,0.95,gps,16,60.084,16.7644,26.2145,2.6852
20,D8,UniqueMappingClustering,st5,1,0.05,gps,16,26.2273,69.5193,38.0861,2.6257
21,D8,UniqueMappingClustering,st5,35,0.95,gps,16,54.8611,37.0457,44.2267,5.5327
22,D8,KiralyMSMApproximateClustering,sent_glove,1,0.95,gps,16,44.8864,9.2614,15.3547,2.1908
23,D8,KiralyMSMApproximateClustering,sminilm,100,0.95,gps,16,62.0408,17.8195,27.6867,9.5505
24,D8,UniqueMappingClustering,st5,17,0.95,gps,16,54.8611,37.0457,44.2267,3.7682
25,D8,UniqueMappingClustering,sminilm,100,0.95,gps,16,61.5385,17.8195,27.6364,10.2714
26,D8,ConnectedComponentsClustering,sminilm,1,0.95,gps,16,67.2131,14.4197,23.7452,2.423
27,D8,KiralyMSMApproximateClustering,st5,17,0.95,gps,16,55.7319,37.0457,44.507,3.7887
28,D8,UniqueMappingClustering,sdistilroberta,100,0.95,gps,16,66.4706,13.2474,22.0919,9.8758
29,D8,UniqueMappingClustering,st5,100,0.95,gps,16,54.8611,37.0457,44.2267,8.939
30,D8,UniqueMappingClustering,st5,74,0.95,gps,16,54.8611,37.0457,44.2267,7.6133
31,D8,ConnectedComponentsClustering,word2vec,1,0.95,gps,16,35.8885,12.075,18.0702,3.2552
32,D8,UniqueMappingClustering,sent_glove,100,0.9499999999999998,gps,16,43.956,9.3787,15.4589,8.5446
33,D8,ConnectedComponentsClustering,st5,1,0.95,gps,16,60.4336,26.143,36.4975,2.9056
34,D8,UniqueMappingClustering,st5,1,0.7372240831341138,gps,16,26.772,69.5193,38.6571,3.8532
0,D8,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,16.2264,35.2872,22.2304,4.2505
1,D8,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,24.9752,58.9683,35.0889,10.2193
2,D8,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,9.5852,20.0469,12.9693,14.9472
3,D8,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,7.1997,21.2192,10.7514,14.0206
4,D8,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,45.2229,8.3236,14.0594,8.8068
5,D8,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,gps,16,28.7718,69.7538,40.7395,17.045
6,D8,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,gps,16,25.1626,58.9683,35.2735,16.766
7,D8,UniqueMappingClustering,word2vec,11,0.16050713565217573,gps,16,12.6557,36.9285,18.851,3.1757
8,D8,ConnectedComponentsClustering,smpnet,27,0.867117980377068,gps,16,48.2249,19.109,27.372,4.3742
9,D8,UniqueMappingClustering,smpnet,90,0.6531767268315849,gps,16,21.6716,60.4924,31.9109,9.425
10,D8,KiralyMSMApproximateClustering,st5,99,0.05,gps,16,28.8136,69.7538,40.7814,24.0309
11,D8,KiralyMSMApproximateClustering,st5,98,0.6236444773905503,gps,16,28.8136,69.7538,40.7814,22.9665
12,D8,UniqueMappingClustering,st5,99,0.2925105747436173,gps,16,23.61,70.6917,35.3977,26.306
13,D8,ConnectedComponentsClustering,st5,93,0.11347004854741742,gps,16,0,0,0,12.4764
14,D8,KiralyMSMApproximateClustering,st5,1,0.95,gps,16,55.8719,36.8113,44.3816,2.3053
15,D8,KiralyMSMApproximateClustering,st5,1,0.05,gps,16,26.2273,69.5193,38.0861,2.19
16,D8,KiralyMSMApproximateClustering,st5,30,0.95,gps,16,55.7319,37.0457,44.507,4.52
17,D8,KiralyMSMApproximateClustering,sdistilroberta,1,0.95,gps,16,67.2619,13.2474,22.1352,3.0521
18,D8,UniqueMappingClustering,st5,1,0.95,gps,16,55.8719,36.8113,44.3816,2.5336
19,D8,UniqueMappingClustering,smpnet,1,0.95,gps,16,60.084,16.7644,26.2145,2.8451
20,D8,UniqueMappingClustering,st5,1,0.05,gps,16,26.2273,69.5193,38.0861,2.9169
21,D8,UniqueMappingClustering,st5,35,0.95,gps,16,54.8611,37.0457,44.2267,4.9731
22,D8,KiralyMSMApproximateClustering,sent_glove,1,0.95,gps,16,44.8864,9.2614,15.3547,2.4682
23,D8,KiralyMSMApproximateClustering,sminilm,100,0.95,gps,16,62.0408,17.8195,27.6867,9.8619
24,D8,UniqueMappingClustering,st5,17,0.95,gps,16,54.8611,37.0457,44.2267,3.6393
25,D8,UniqueMappingClustering,sminilm,100,0.95,gps,16,61.5385,17.8195,27.6364,8.9361
26,D8,ConnectedComponentsClustering,sminilm,1,0.95,gps,16,67.2131,14.4197,23.7452,2.3805
27,D8,KiralyMSMApproximateClustering,st5,17,0.95,gps,16,55.7319,37.0457,44.507,3.8744
28,D8,UniqueMappingClustering,sdistilroberta,100,0.95,gps,16,66.4706,13.2474,22.0919,9.1049
29,D8,UniqueMappingClustering,st5,100,0.95,gps,16,54.8611,37.0457,44.2267,8.8378
30,D8,UniqueMappingClustering,st5,74,0.95,gps,16,54.8611,37.0457,44.2267,8.1538
31,D8,ConnectedComponentsClustering,word2vec,1,0.95,gps,16,35.8885,12.075,18.0702,5.9342
32,D8,UniqueMappingClustering,sent_glove,100,0.9499999999999998,gps,16,43.956,9.3787,15.4589,8.4657
33,D8,ConnectedComponentsClustering,st5,1,0.95,gps,16,60.4336,26.143,36.4975,3.2573
34,D8,UniqueMappingClustering,st5,1,0.7372240831341138,gps,16,26.772,69.5193,38.6571,3.2282
35,D8,KiralyMSMApproximateClustering,st5,20,0.8322293728324915,gps,16,31.1907,69.4021,43.0389,5.6113
36,D8,KiralyMSMApproximateClustering,smpnet,100,0.95,gps,16,60.3376,16.7644,26.2385,10.7483
37,D8,KiralyMSMApproximateClustering,sminilm,100,0.05,gps,16,27.2004,64.1266,38.1983,24.7045
38,D8,KiralyMSMApproximateClustering,sdistilroberta,100,0.05,gps,16,26.5905,62.7198,37.3473,25.2237
39,D8,KiralyMSMApproximateClustering,smpnet,100,0.05,gps,16,25.2637,58.9683,35.3727,25.2813
0,D8,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,16.2264,35.2872,22.2304,3.4787
1,D8,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,24.9752,58.9683,35.0889,10.8574
2,D8,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,9.5852,20.0469,12.9693,14.2671
3,D8,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,7.1997,21.2192,10.7514,14.1709
