trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D2,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,59.434,29.2751,39.2279,0.6528
1,D2,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,85.3801,54.2751,66.3636,0.6226
2,D2,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,39.0335,9.7584,15.6134,1.0803
3,D2,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,24.8439,18.4944,21.204,0.8224
4,D2,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,96.5714,15.7063,27.0184,0.5223
0,D2,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,59.434,29.2751,39.2279,0.5926
1,D2,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,85.3801,54.2751,66.3636,0.6277
2,D2,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,39.0335,9.7584,15.6134,0.9293
3,D2,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,24.8439,18.4944,21.204,1.1518
4,D2,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,96.5714,15.7063,27.0184,0.5074
5,D2,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,gps,16,92.6582,68.0297,78.4566,1.2222
6,D2,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,gps,16,85.3801,54.2751,66.3636,0.9945
7,D2,UniqueMappingClustering,word2vec,11,0.16050713565217573,gps,16,46.0177,38.6617,42.0202,0.2885
8,D2,ConnectedComponentsClustering,smpnet,27,0.867117980377068,gps,16,92.6471,5.855,11.014,0.3177
9,D2,UniqueMappingClustering,smpnet,90,0.6531767268315849,gps,16,77.5105,68.8662,72.9331,0.7641
0,D2,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,59.434,29.2751,39.2279,0.4956
1,D2,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,85.3801,54.2751,66.3636,0.6044
2,D2,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,39.0335,9.7584,15.6134,1.2128
3,D2,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,24.8439,18.4944,21.204,0.868
4,D2,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,96.5714,15.7063,27.0184,0.5744
5,D2,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,gps,16,92.6582,68.0297,78.4566,1.0332
6,D2,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,gps,16,85.3801,54.2751,66.3636,0.8793
7,D2,UniqueMappingClustering,word2vec,11,0.16050713565217573,gps,16,46.0177,38.6617,42.0202,0.3297
8,D2,ConnectedComponentsClustering,smpnet,27,0.867117980377068,gps,16,92.6471,5.855,11.014,0.3346
9,D2,UniqueMappingClustering,smpnet,90,0.6531767268315849,gps,16,77.5105,68.8662,72.9331,0.5788
10,D2,UniqueMappingClustering,st5,100,0.2651482655666768,gps,16,85.0233,84.9442,84.9837,3.9867
11,D2,UniqueMappingClustering,st5,100,0.05,gps,16,85.0233,84.9442,84.9837,2.473
12,D2,UniqueMappingClustering,st5,51,0.09127105210976705,gps,16,85.1024,84.9442,85.0233,3.5938
13,D2,ConnectedComponentsClustering,st5,97,0.05,gps,16,0,0,0,2.0887
14,D2,KiralyMSMApproximateClustering,st5,1,0.95,gps,16,94.7368,1.6729,3.2877,1.5712
0,D2,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,59.434,29.2751,39.2279,0.3009
1,D2,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,85.3801,54.2751,66.3636,0.5057
2,D2,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,39.0335,9.7584,15.6134,1.0145
3,D2,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,24.8439,18.4944,21.204,0.8521
4,D2,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,96.5714,15.7063,27.0184,0.6749
5,D2,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,gps,16,92.6582,68.0297,78.4566,1.1473
6,D2,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,gps,16,85.3801,54.2751,66.3636,1.0998
7,D2,UniqueMappingClustering,word2vec,11,0.16050713565217573,gps,16,46.0177,38.6617,42.0202,0.2722
8,D2,ConnectedComponentsClustering,smpnet,27,0.867117980377068,gps,16,92.6471,5.855,11.014,0.3651
9,D2,UniqueMappingClustering,smpnet,90,0.6531767268315849,gps,16,77.5105,68.8662,72.9331,0.5842
10,D2,UniqueMappingClustering,st5,100,0.2651482655666768,gps,16,85.0233,84.9442,84.9837,3.697
11,D2,UniqueMappingClustering,st5,100,0.05,gps,16,85.0233,84.9442,84.9837,2.8736
12,D2,UniqueMappingClustering,st5,51,0.09127105210976705,gps,16,85.1024,84.9442,85.0233,3.9833
13,D2,ConnectedComponentsClustering,st5,97,0.05,gps,16,0,0,0,1.9282
14,D2,KiralyMSMApproximateClustering,st5,1,0.95,gps,16,94.7368,1.6729,3.2877,1.3993
15,D2,UniqueMappingClustering,smpnet,100,0.1806801113238859,gps,16,74.1815,73.6989,73.9394,4.4649
16,D2,KiralyMSMApproximateClustering,st5,100,0.05,gps,16,92.6582,68.0297,78.4566,2.7447
17,D2,UniqueMappingClustering,sdistilroberta,100,0.05,gps,16,75.653,75.3717,75.5121,3.2413
18,D2,UniqueMappingClustering,sent_glove,100,0.05,gps,16,40.3116,38.4758,39.3723,3.4123
19,D2,UniqueMappingClustering,sdistilroberta,100,0.6710979802255052,gps,16,80.5457,63.1041,70.766,2.7757
0,D2,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,59.434,29.2751,39.2279,0.7185
1,D2,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,85.3801,54.2751,66.3636,0.6597
2,D2,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,39.0335,9.7584,15.6134,1.1353
3,D2,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,24.8439,18.4944,21.204,0.8438
4,D2,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,96.5714,15.7063,27.0184,0.5266
5,D2,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,gps,16,92.6582,68.0297,78.4566,1.1449
6,D2,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,gps,16,85.3801,54.2751,66.3636,0.7736
7,D2,UniqueMappingClustering,word2vec,11,0.16050713565217573,gps,16,46.0177,38.6617,42.0202,0.2894
8,D2,ConnectedComponentsClustering,smpnet,27,0.867117980377068,gps,16,92.6471,5.855,11.014,0.6093
9,D2,UniqueMappingClustering,smpnet,90,0.6531767268315849,gps,16,77.5105,68.8662,72.9331,0.7751
10,D2,UniqueMappingClustering,st5,100,0.2651482655666768,gps,16,85.0233,84.9442,84.9837,3.4806
11,D2,UniqueMappingClustering,st5,100,0.05,gps,16,85.0233,84.9442,84.9837,3.0415
12,D2,UniqueMappingClustering,st5,51,0.09127105210976705,gps,16,85.1024,84.9442,85.0233,3.4777
13,D2,ConnectedComponentsClustering,st5,97,0.05,gps,16,0,0,0,1.9003
14,D2,KiralyMSMApproximateClustering,st5,1,0.95,gps,16,94.7368,1.6729,3.2877,1.6062
15,D2,UniqueMappingClustering,smpnet,100,0.1806801113238859,gps,16,74.1815,73.6989,73.9394,4.3396
16,D2,KiralyMSMApproximateClustering,st5,100,0.05,gps,16,92.6582,68.0297,78.4566,2.7642
