trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D4,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,98.433,93.2104,95.7506,1.4596
1,D4,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,98.0716,96.0432,97.0468,2.2032
2,D4,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,92.8335,75.7194,83.4076,3.0934
3,D4,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,82.075,75.7644,78.7935,3.4188
4,D4,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,99.8444,57.6888,73.1262,2.4852
0,D4,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,98.433,93.2104,95.7506,1.3784
1,D4,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,98.0716,96.0432,97.0468,2.5421
2,D4,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,92.8335,75.7194,83.4076,2.8523
3,D4,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,82.075,75.7644,78.7935,2.886
4,D4,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,99.8444,57.6888,73.1262,1.8457
5,D4,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,gps,16,98.3311,98.0216,98.1761,4.1833
6,D4,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,gps,16,98.0734,96.1331,97.0936,3.8632
7,D4,UniqueMappingClustering,word2vec,11,0.16050713565217573,gps,16,95.9874,95.7284,95.8577,1.2535
8,D4,ConnectedComponentsClustering,smpnet,27,0.867117980377068,gps,16,99.8874,79.7662,88.7,2.2752
9,D4,UniqueMappingClustering,smpnet,90,0.6531767268315849,gps,16,96.8047,96.7176,96.7611,1.637
0,D4,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,gps,16,98.433,93.2104,95.7506,1.6034
1,D4,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,gps,16,98.0716,96.0432,97.0468,3.1668
2,D4,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,gps,16,92.8335,75.7194,83.4076,3.4661
3,D4,UniqueMappingClustering,fasttext,58,0.2943416959598126,gps,16,82.075,75.7644,78.7935,2.2423
4,D4,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,gps,16,99.8444,57.6888,73.1262,1.8056
