trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D1,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,tpe,16,33.7662,58.427,42.7984,1.1021
1,D1,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,tpe,16,38.2222,96.6292,54.7771,0.7166
2,D1,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,tpe,16,30.5,68.5393,42.2145,0.9836
3,D1,UniqueMappingClustering,fasttext,58,0.2943416959598126,tpe,16,19.6203,69.6629,30.6173,1.0747
4,D1,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,tpe,16,70.0,39.3258,50.3597,0.6758
0,D1,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,tpe,16,33.7662,58.427,42.7984,0.4223
1,D1,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,tpe,16,38.2222,96.6292,54.7771,0.6998
2,D1,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,tpe,16,30.5,68.5393,42.2145,0.9528
3,D1,UniqueMappingClustering,fasttext,58,0.2943416959598126,tpe,16,19.6203,69.6629,30.6173,1.1269
4,D1,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,tpe,16,70.0,39.3258,50.3597,0.6945
5,D1,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,tpe,16,37.6068,98.8764,54.4892,1.5884
6,D1,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,tpe,16,37.8855,96.6292,54.4304,1.1411
7,D1,UniqueMappingClustering,word2vec,11,0.16050713565217573,tpe,16,20.8163,57.3034,30.5389,0.2308
8,D1,ConnectedComponentsClustering,smpnet,27,0.867117980377068,tpe,16,74.1573,74.1573,74.1573,0.3592
9,D1,UniqueMappingClustering,smpnet,90,0.6531767268315849,tpe,16,37.069,96.6292,53.5826,0.9795
0,D1,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,tpe,16,33.7662,58.427,42.7984,0.4468
1,D1,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,tpe,16,38.2222,96.6292,54.7771,0.7226
2,D1,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,tpe,16,30.5,68.5393,42.2145,0.9868
3,D1,UniqueMappingClustering,fasttext,58,0.2943416959598126,tpe,16,19.6203,69.6629,30.6173,1.1165
4,D1,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,tpe,16,70.0,39.3258,50.3597,0.7172
5,D1,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,tpe,16,37.6068,98.8764,54.4892,1.6073
6,D1,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,tpe,16,37.8855,96.6292,54.4304,1.2797
