trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D4,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,tpe,16,98.433,93.2104,95.7506,1.5447
1,D4,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,tpe,16,98.0716,96.0432,97.0468,1.4377
2,D4,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,tpe,16,92.8335,75.7194,83.4076,1.744
3,D4,UniqueMappingClustering,fasttext,58,0.2943416959598126,tpe,16,82.075,75.7644,78.7935,1.5499
4,D4,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,tpe,16,99.8444,57.6888,73.1262,1.1389
0,D4,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,tpe,16,98.433,93.2104,95.7506,0.6496
1,D4,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,tpe,16,98.0716,96.0432,97.0468,1.4683
2,D4,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,tpe,16,92.8335,75.7194,83.4076,1.7648
3,D4,UniqueMappingClustering,fasttext,58,0.2943416959598126,tpe,16,82.075,75.7644,78.7935,1.8395
4,D4,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,tpe,16,99.8444,57.6888,73.1262,1.1563
5,D4,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,tpe,16,98.3311,98.0216,98.1761,1.9873
6,D4,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,tpe,16,98.0734,96.1331,97.0936,2.3123
7,D4,UniqueMappingClustering,word2vec,11,0.16050713565217573,tpe,16,95.9874,95.7284,95.8577,0.5933
8,D4,ConnectedComponentsClustering,smpnet,27,0.867117980377068,tpe,16,99.8874,79.7662,88.7,0.8927
9,D4,UniqueMappingClustering,smpnet,90,0.6531767268315849,tpe,16,96.8047,96.7176,96.7611,1.3078
0,D4,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,tpe,16,98.433,93.2104,95.7506,0.9402
1,D4,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,tpe,16,98.0716,96.0432,97.0468,1.5953
2,D4,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,tpe,16,92.8335,75.7194,83.4076,1.8165
3,D4,UniqueMappingClustering,fasttext,58,0.2943416959598126,tpe,16,82.075,75.7644,78.7935,1.9791
4,D4,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,tpe,16,99.8444,57.6888,73.1262,1.1875
5,D4,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,tpe,16,98.3311,98.0216,98.1761,2.6698
6,D4,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,tpe,16,98.0734,96.1331,97.0936,2.5224
7,D4,UniqueMappingClustering,word2vec,11,0.16050713565217573,tpe,16,95.9874,95.7284,95.8577,0.6419
8,D4,ConnectedComponentsClustering,smpnet,27,0.867117980377068,tpe,16,99.8874,79.7662,88.7,0.8611
9,D4,UniqueMappingClustering,smpnet,90,0.6531767268315849,tpe,16,96.8047,96.7176,96.7611,1.3997
10,D4,KiralyMSMApproximateClustering,st5,98,0.055834891052679025,tpe,16,98.3311,98.0216,98.1761,2.9715
11,D4,KiralyMSMApproximateClustering,st5,93,0.06956821180451549,tpe,16,98.3311,98.0216,98.1761,2.848
12,D4,KiralyMSMApproximateClustering,st5,100,0.27202694685531714,tpe,16,98.3311,98.0216,98.1761,3.2736
13,D4,KiralyMSMApproximateClustering,sdistilroberta,81,0.2411125176496875,tpe,16,98.0045,97.1673,97.5841,2.4126
