trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D6,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,tpe,16,17.6786,27.7052,21.5843,2.7469
1,D6,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,tpe,16,43.0943,67.8172,52.7003,3.6043
2,D6,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,tpe,16,15.0088,23.7873,18.4049,6.602
3,D6,UniqueMappingClustering,fasttext,58,0.2943416959598126,tpe,16,7.1806,25.3731,11.1934,6.385
4,D6,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,tpe,16,82.0833,18.3769,30.0305,4.4859
0,D6,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,tpe,16,17.6786,27.7052,21.5843,2.2715
1,D6,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,tpe,16,43.0943,67.8172,52.7003,3.7619
2,D6,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,tpe,16,15.0088,23.7873,18.4049,6.7453
3,D6,UniqueMappingClustering,fasttext,58,0.2943416959598126,tpe,16,7.1806,25.3731,11.1934,6.3923
4,D6,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,tpe,16,82.0833,18.3769,30.0305,4.1518
5,D6,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,tpe,16,35.5178,66.2313,46.239,8.3713
6,D6,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,tpe,16,40.6951,67.7239,50.8403,6.5085
7,D6,UniqueMappingClustering,word2vec,11,0.16050713565217573,tpe,16,10.8579,30.2239,15.9763,1.6361
8,D6,ConnectedComponentsClustering,smpnet,27,0.867117980377068,tpe,16,83.5938,9.9813,17.8333,2.4164
9,D6,UniqueMappingClustering,smpnet,90,0.6531767268315849,tpe,16,52.5028,44.0299,47.8945,3.9933
0,D6,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,tpe,16,17.6786,27.7052,21.5843,2.4736
1,D6,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,tpe,16,43.0943,67.8172,52.7003,3.6349
2,D6,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,tpe,16,15.0088,23.7873,18.4049,6.949
3,D6,UniqueMappingClustering,fasttext,58,0.2943416959598126,tpe,16,7.1806,25.3731,11.1934,6.4153
4,D6,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,tpe,16,82.0833,18.3769,30.0305,4.3356
5,D6,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,tpe,16,35.5178,66.2313,46.239,8.689
6,D6,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,tpe,16,40.6951,67.7239,50.8403,6.3383
7,D6,UniqueMappingClustering,word2vec,11,0.16050713565217573,tpe,16,10.8579,30.2239,15.9763,1.6089
8,D6,ConnectedComponentsClustering,smpnet,27,0.867117980377068,tpe,16,83.5938,9.9813,17.8333,2.546
9,D6,UniqueMappingClustering,smpnet,90,0.6531767268315849,tpe,16,52.5028,44.0299,47.8945,4.1355
10,D6,KiralyMSMApproximateClustering,sdistilroberta,37,0.6290219858731083,tpe,16,46.1914,44.1231,45.1336,2.8424
11,D6,KiralyMSMApproximateClustering,sent_glove,83,0.40541235935428244,tpe,16,23.7713,44.2164,30.9198,7.5126
12,D6,KiralyMSMApproximateClustering,sminilm,42,0.3467126538193709,tpe,16,36.8864,73.6007,49.1436,4.0344
13,D6,KiralyMSMApproximateClustering,smpnet,47,0.565627785114261,tpe,16,50.3507,60.2612,54.862,3.0119
14,D6,KiralyMSMApproximateClustering,smpnet,46,0.5997611484344525,tpe,16,53.7535,54.1045,53.9284,3.23
0,D6,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,tpe,16,17.6786,27.7052,21.5843,2.3654
1,D6,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,tpe,16,43.0943,67.8172,52.7003,3.5837
2,D6,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,tpe,16,15.0088,23.7873,18.4049,6.5436
3,D6,UniqueMappingClustering,fasttext,58,0.2943416959598126,tpe,16,7.1806,25.3731,11.1934,5.834
4,D6,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,tpe,16,82.0833,18.3769,30.0305,4.0513
5,D6,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,tpe,16,35.5178,66.2313,46.239,8.3045
6,D6,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,tpe,16,40.6951,67.7239,50.8403,6.3822
7,D6,UniqueMappingClustering,word2vec,11,0.16050713565217573,tpe,16,10.8579,30.2239,15.9763,1.7742
8,D6,ConnectedComponentsClustering,smpnet,27,0.867117980377068,tpe,16,83.5938,9.9813,17.8333,2.734
9,D6,UniqueMappingClustering,smpnet,90,0.6531767268315849,tpe,16,52.5028,44.0299,47.8945,4.0129
10,D6,KiralyMSMApproximateClustering,sdistilroberta,37,0.6290219858731083,tpe,16,46.1914,44.1231,45.1336,2.977
11,D6,KiralyMSMApproximateClustering,sent_glove,83,0.40541235935428244,tpe,16,23.7713,44.2164,30.9198,7.4198
12,D6,KiralyMSMApproximateClustering,sminilm,42,0.3467126538193709,tpe,16,36.8864,73.6007,49.1436,4.6565
13,D6,KiralyMSMApproximateClustering,smpnet,47,0.565627785114261,tpe,16,50.3507,60.2612,54.862,3.0168
14,D6,KiralyMSMApproximateClustering,smpnet,46,0.5997611484344525,tpe,16,53.7535,54.1045,53.9284,2.8735
15,D6,ConnectedComponentsClustering,sminilm,29,0.6187162236378942,tpe,16,76.1905,31.3433,44.4151,2.4686
16,D6,KiralyMSMApproximateClustering,sent_glove,99,0.761857423639659,tpe,16,36.5368,39.3657,37.8985,4.5147
17,D6,KiralyMSMApproximateClustering,sdistilroberta,56,0.540086276681328,tpe,16,41.107,51.959,45.9003,4.6286
18,D6,ConnectedComponentsClustering,st5,24,0.745804821055158,tpe,16,73.6364,22.6679,34.6648,2.4733
19,D6,UniqueMappingClustering,smpnet,5,0.949112651543124,tpe,16,69.697,2.1455,4.1629,1.2433
0,D6,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,tpe,16,17.6786,27.7052,21.5843,2.5918
1,D6,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,tpe,16,43.0943,67.8172,52.7003,3.9373
2,D6,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,tpe,16,15.0088,23.7873,18.4049,6.634
3,D6,UniqueMappingClustering,fasttext,58,0.2943416959598126,tpe,16,7.1806,25.3731,11.1934,6.3519
4,D6,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,tpe,16,82.0833,18.3769,30.0305,4.3609
5,D6,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,tpe,16,35.5178,66.2313,46.239,8.5004
6,D6,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,tpe,16,40.6951,67.7239,50.8403,5.9653
7,D6,UniqueMappingClustering,word2vec,11,0.16050713565217573,tpe,16,10.8579,30.2239,15.9763,1.7825
8,D6,ConnectedComponentsClustering,smpnet,27,0.867117980377068,tpe,16,83.5938,9.9813,17.8333,2.5793
9,D6,UniqueMappingClustering,smpnet,90,0.6531767268315849,tpe,16,52.5028,44.0299,47.8945,3.9387
10,D6,KiralyMSMApproximateClustering,sdistilroberta,37,0.6290219858731083,tpe,16,46.1914,44.1231,45.1336,2.8403
11,D6,KiralyMSMApproximateClustering,sent_glove,83,0.40541235935428244,tpe,16,23.7713,44.2164,30.9198,7.0066
