trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D5,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,tpe,16,48.8673,46.0366,47.4097,2.3551
1,D5,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,tpe,16,61.0238,84.8069,70.976,2.4943
2,D5,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,tpe,16,44.0929,45.3252,44.7006,4.5531
3,D5,UniqueMappingClustering,fasttext,58,0.2943416959598126,tpe,16,26.0858,47.9167,33.7811,4.1033
4,D5,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,tpe,16,88.6364,27.7439,42.2601,3.2478
0,D5,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,tpe,16,48.8673,46.0366,47.4097,1.7475
1,D5,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,tpe,16,61.0238,84.8069,70.976,2.8657
2,D5,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,tpe,16,44.0929,45.3252,44.7006,4.6442
3,D5,UniqueMappingClustering,fasttext,58,0.2943416959598126,tpe,16,26.0858,47.9167,33.7811,4.4709
4,D5,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,tpe,16,88.6364,27.7439,42.2601,3.2967
5,D5,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,tpe,16,57.2655,84.7053,68.3337,5.9016
6,D5,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,tpe,16,59.6567,84.7561,70.0252,5.4253
7,D5,UniqueMappingClustering,word2vec,11,0.16050713565217573,tpe,16,32.9557,48.7805,39.3362,1.4465
8,D5,ConnectedComponentsClustering,smpnet,27,0.867117980377068,tpe,16,94.1176,9.7561,17.6796,2.2598
9,D5,UniqueMappingClustering,smpnet,90,0.6531767268315849,tpe,16,77.6451,69.3598,73.2689,2.8602
0,D5,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,tpe,16,48.8673,46.0366,47.4097,1.8542
1,D5,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,tpe,16,61.0238,84.8069,70.976,2.8747
2,D5,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,tpe,16,44.0929,45.3252,44.7006,5.0636
3,D5,UniqueMappingClustering,fasttext,58,0.2943416959598126,tpe,16,26.0858,47.9167,33.7811,4.227
4,D5,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,tpe,16,88.6364,27.7439,42.2601,3.6823
5,D5,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,tpe,16,57.2655,84.7053,68.3337,6.2657
6,D5,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,tpe,16,59.6567,84.7561,70.0252,5.0782
7,D5,UniqueMappingClustering,word2vec,11,0.16050713565217573,tpe,16,32.9557,48.7805,39.3362,1.3916
8,D5,ConnectedComponentsClustering,smpnet,27,0.867117980377068,tpe,16,94.1176,9.7561,17.6796,2.1624
9,D5,UniqueMappingClustering,smpnet,90,0.6531767268315849,tpe,16,77.6451,69.3598,73.2689,3.3261
10,D5,UniqueMappingClustering,sdistilroberta,98,0.6847788447039981,tpe,16,76.8206,43.9533,55.9147,3.0407
11,D5,UniqueMappingClustering,sent_glove,36,0.6101879343580823,tpe,16,47.6881,70.2236,56.8023,2.2534
12,D5,KiralyMSMApproximateClustering,sminilm,100,0.603735166492313,tpe,16,74.7159,80.1829,77.3529,3.923
13,D5,UniqueMappingClustering,sminilm,98,0.6220758425535393,tpe,16,74.9759,79.1667,77.0143,3.0714
14,D5,ConnectedComponentsClustering,sminilm,86,0.8970277079989669,tpe,16,95.2381,4.065,7.7973,4.3228
0,D5,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,tpe,16,48.8673,46.0366,47.4097,2.1732
