trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D1,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,33.7662,58.427,42.7984,0.8722
1,D1,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,38.2222,96.6292,54.7771,0.9429
2,D1,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,30.5,68.5393,42.2145,1.4148
3,D1,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,19.6203,69.6629,30.6173,1.6025
4,D1,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,70.0,39.3258,50.3597,0.931
0,D1,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,33.7662,58.427,42.7984,0.5344
1,D1,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,38.2222,96.6292,54.7771,0.9832
2,D1,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,30.5,68.5393,42.2145,1.3205
3,D1,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,19.6203,69.6629,30.6173,1.588
4,D1,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,70.0,39.3258,50.3597,0.9457
5,D1,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,random,16,37.6068,98.8764,54.4892,1.8972
6,D1,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,random,16,37.8855,96.6292,54.4304,1.3504
7,D1,UniqueMappingClustering,word2vec,11,0.16050713565217573,random,16,20.8163,57.3034,30.5389,0.2842
8,D1,ConnectedComponentsClustering,smpnet,27,0.867117980377068,random,16,74.1573,74.1573,74.1573,0.4384
9,D1,UniqueMappingClustering,smpnet,90,0.6531767268315849,random,16,37.069,96.6292,53.5826,1.2994
0,D1,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,33.7662,58.427,42.7984,0.612
1,D1,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,38.2222,96.6292,54.7771,0.9034
2,D1,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,30.5,68.5393,42.2145,1.4681
3,D1,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,19.6203,69.6629,30.6173,1.3906
4,D1,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,70.0,39.3258,50.3597,0.9039
5,D1,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,random,16,37.6068,98.8764,54.4892,2.2934
6,D1,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,random,16,37.8855,96.6292,54.4304,1.5771
7,D1,UniqueMappingClustering,word2vec,11,0.16050713565217573,random,16,20.8163,57.3034,30.5389,0.3946
8,D1,ConnectedComponentsClustering,smpnet,27,0.867117980377068,random,16,74.1573,74.1573,74.1573,0.5062
9,D1,UniqueMappingClustering,smpnet,90,0.6531767268315849,random,16,37.069,96.6292,53.5826,1.3163
10,D1,UniqueMappingClustering,fasttext,10,0.5452341150525656,random,16,25.3061,69.6629,37.1257,0.2183
11,D1,KiralyMSMApproximateClustering,fasttext,98,0.16645917163799678,random,16,30.5,68.5393,42.2145,2.3475
12,D1,UniqueMappingClustering,st5,7,0.7146248724262169,random,16,37.931,98.8764,54.8287,0.3127
13,D1,ConnectedComponentsClustering,sdistilroberta,12,0.6137605635727257,random,16,50.0,2.2472,4.3011,0.4813
14,D1,KiralyMSMApproximateClustering,fasttext,68,0.709966042143856,random,16,30.9645,68.5393,42.6573,0.8917
0,D1,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,33.7662,58.427,42.7984,0.5505
1,D1,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,38.2222,96.6292,54.7771,0.8932
2,D1,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,30.5,68.5393,42.2145,1.4495
3,D1,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,19.6203,69.6629,30.6173,1.4477
4,D1,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,70.0,39.3258,50.3597,0.8489
5,D1,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,random,16,37.6068,98.8764,54.4892,1.8639
6,D1,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,random,16,37.8855,96.6292,54.4304,1.6319
7,D1,UniqueMappingClustering,word2vec,11,0.16050713565217573,random,16,20.8163,57.3034,30.5389,0.2974
8,D1,ConnectedComponentsClustering,smpnet,27,0.867117980377068,random,16,74.1573,74.1573,74.1573,0.521
9,D1,UniqueMappingClustering,smpnet,90,0.6531767268315849,random,16,37.069,96.6292,53.5826,1.1415
10,D1,UniqueMappingClustering,fasttext,10,0.5452341150525656,random,16,25.3061,69.6629,37.1257,0.2269
11,D1,KiralyMSMApproximateClustering,fasttext,98,0.16645917163799678,random,16,30.5,68.5393,42.2145,2.4206
