trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D7,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,30.2901,64.8402,41.2911,4.9725
1,D7,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,36.0662,89.589,51.4286,9.2411
2,D7,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,28.9754,64.5662,40.0,12.1107
3,D7,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,17.1402,66.1187,27.2232,13.5933
4,D7,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,64.2857,69.0411,66.5786,9.0792
0,D7,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,30.2901,64.8402,41.2911,3.9945
1,D7,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,36.0662,89.589,51.4286,9.529
2,D7,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,28.9754,64.5662,40.0,15.8014
3,D7,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,17.1402,66.1187,27.2232,14.6003
4,D7,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,64.2857,69.0411,66.5786,13.0151
5,D7,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,random,16,30.9569,89.2237,45.9657,12.6181
6,D7,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,random,16,34.4452,89.589,49.7591,9.7525
7,D7,UniqueMappingClustering,word2vec,11,0.16050713565217573,random,16,20.2068,66.0274,30.9437,2.5223
8,D7,ConnectedComponentsClustering,smpnet,27,0.867117980377068,random,16,61.5754,58.5388,60.0187,4.5425
9,D7,UniqueMappingClustering,smpnet,90,0.6531767268315849,random,16,52.2234,87.9452,65.5325,6.0811
0,D7,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,30.2901,64.8402,41.2911,5.5345
1,D7,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,36.0662,89.589,51.4286,6.7179
