trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D2,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,59.434,29.2751,39.2279,0.4652
1,D2,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,85.3801,54.2751,66.3636,0.816
2,D2,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,39.0335,9.7584,15.6134,0.9072
3,D2,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,24.8439,18.4944,21.204,0.7451
4,D2,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,96.5714,15.7063,27.0184,0.5239
0,D2,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,59.434,29.2751,39.2279,0.4636
1,D2,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,85.3801,54.2751,66.3636,0.7855
2,D2,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,39.0335,9.7584,15.6134,0.9918
3,D2,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,24.8439,18.4944,21.204,0.7632
4,D2,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,96.5714,15.7063,27.0184,0.6708
5,D2,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,random,16,92.6582,68.0297,78.4566,1.1012
6,D2,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,random,16,85.3801,54.2751,66.3636,0.97
7,D2,UniqueMappingClustering,word2vec,11,0.16050713565217573,random,16,46.0177,38.6617,42.0202,0.3931
8,D2,ConnectedComponentsClustering,smpnet,27,0.867117980377068,random,16,92.6471,5.855,11.014,0.4706
9,D2,UniqueMappingClustering,smpnet,90,0.6531767268315849,random,16,77.5105,68.8662,72.9331,0.6775
0,D2,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,59.434,29.2751,39.2279,0.3102
1,D2,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,85.3801,54.2751,66.3636,0.8303
2,D2,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,39.0335,9.7584,15.6134,0.9635
3,D2,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,24.8439,18.4944,21.204,0.9813
4,D2,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,96.5714,15.7063,27.0184,0.5798
5,D2,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,random,16,92.6582,68.0297,78.4566,0.9844
6,D2,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,random,16,85.3801,54.2751,66.3636,0.979
7,D2,UniqueMappingClustering,word2vec,11,0.16050713565217573,random,16,46.0177,38.6617,42.0202,0.3325
8,D2,ConnectedComponentsClustering,smpnet,27,0.867117980377068,random,16,92.6471,5.855,11.014,0.3257
9,D2,UniqueMappingClustering,smpnet,90,0.6531767268315849,random,16,77.5105,68.8662,72.9331,0.6176
10,D2,UniqueMappingClustering,fasttext,10,0.5452341150525656,random,16,27.6065,17.4721,21.4001,0.2713
11,D2,KiralyMSMApproximateClustering,fasttext,98,0.16645917163799678,random,16,40.0778,9.5725,15.4539,1.5787
12,D2,UniqueMappingClustering,st5,7,0.7146248724262169,random,16,86.9482,84.2007,85.5524,0.4393
13,D2,ConnectedComponentsClustering,sdistilroberta,12,0.6137605635727257,random,16,100.0,7.1561,13.3565,0.2517
14,D2,KiralyMSMApproximateClustering,fasttext,68,0.709966042143856,random,16,39.0977,9.6654,15.4993,0.9674
0,D2,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,59.434,29.2751,39.2279,0.3056
1,D2,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,85.3801,54.2751,66.3636,0.785
2,D2,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,39.0335,9.7584,15.6134,0.9141
3,D2,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,24.8439,18.4944,21.204,0.8629
4,D2,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,96.5714,15.7063,27.0184,0.6617
5,D2,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,random,16,92.6582,68.0297,78.4566,1.1455
6,D2,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,random,16,85.3801,54.2751,66.3636,0.8997
7,D2,UniqueMappingClustering,word2vec,11,0.16050713565217573,random,16,46.0177,38.6617,42.0202,0.3062
8,D2,ConnectedComponentsClustering,smpnet,27,0.867117980377068,random,16,92.6471,5.855,11.014,0.3385
9,D2,UniqueMappingClustering,smpnet,90,0.6531767268315849,random,16,77.5105,68.8662,72.9331,0.668
10,D2,UniqueMappingClustering,fasttext,10,0.5452341150525656,random,16,27.6065,17.4721,21.4001,0.4657
11,D2,KiralyMSMApproximateClustering,fasttext,98,0.16645917163799678,random,16,40.0778,9.5725,15.4539,1.3048
12,D2,UniqueMappingClustering,st5,7,0.7146248724262169,random,16,86.9482,84.2007,85.5524,0.4179
