trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D9,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,68.8688,65.9445,67.3749,13.5168
1,D9,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,89.5833,91.2912,90.4292,18.1777
2,D9,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,16.1723,9.922,12.2986,44.1817
3,D9,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,10.2965,11.1352,10.6994,43.1726
4,D9,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,98.2897,42.331,59.1763,25.8672
0,D9,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,68.8688,65.9445,67.3749,13.3782
1,D9,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,89.5833,91.2912,90.4292,17.9836
2,D9,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,16.1723,9.922,12.2986,44.5736
3,D9,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,10.2965,11.1352,10.6994,42.8194
4,D9,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,98.2897,42.331,59.1763,25.3888
5,D9,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,random,16,92.9021,95.8406,94.3485,48.5571
6,D9,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,random,16,89.6214,91.2912,90.4486,28.0173
7,D9,UniqueMappingClustering,word2vec,11,0.16050713565217573,random,16,63.2661,67.9809,65.5388,9.3457
8,D9,ConnectedComponentsClustering,smpnet,27,0.867117980377068,random,16,98.1875,68.0676,80.3992,15.1099
9,D9,UniqueMappingClustering,smpnet,90,0.6531767268315849,random,16,88.6439,92.331,90.4499,21.1556
0,D9,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,68.8688,65.9445,67.3749,14.5045
1,D9,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,89.5833,91.2912,90.4292,18.3734
2,D9,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,16.1723,9.922,12.2986,45.1542
3,D9,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,10.2965,11.1352,10.6994,42.3972
4,D9,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,98.2897,42.331,59.1763,26.8537
5,D9,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,random,16,92.9021,95.8406,94.3485,53.379
6,D9,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,random,16,89.6214,91.2912,90.4486,29.8701
7,D9,UniqueMappingClustering,word2vec,11,0.16050713565217573,random,16,63.2661,67.9809,65.5388,9.3475
8,D9,ConnectedComponentsClustering,smpnet,27,0.867117980377068,random,16,98.1875,68.0676,80.3992,13.489
9,D9,UniqueMappingClustering,smpnet,90,0.6531767268315849,random,16,88.6439,92.331,90.4499,21.6863
10,D9,UniqueMappingClustering,fasttext,10,0.5452341150525656,random,16,10.9804,10.9185,10.9494,7.8656
11,D9,KiralyMSMApproximateClustering,fasttext,98,0.16645917163799678,random,16,16.6544,9.792,12.3329,70.8553
12,D9,UniqueMappingClustering,st5,7,0.7146248724262169,random,16,89.336,96.1872,92.6351,5.8837
13,D9,ConnectedComponentsClustering,sdistilroberta,12,0.6137605635727257,random,16,96.139,10.7886,19.4001,8.124
14,D9,KiralyMSMApproximateClustering,fasttext,68,0.709966042143856,random,16,16.1817,9.8787,12.268,42.5351
0,D9,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,68.8688,65.9445,67.3749,14.3399
1,D9,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,89.5833,91.2912,90.4292,19.4078
2,D9,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,16.1723,9.922,12.2986,46.4463
3,D9,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,10.2965,11.1352,10.6994,43.3483
4,D9,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,98.2897,42.331,59.1763,27.5476
5,D9,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,random,16,92.9021,95.8406,94.3485,52.4864
6,D9,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,random,16,89.6214,91.2912,90.4486,27.6997
7,D9,UniqueMappingClustering,word2vec,11,0.16050713565217573,random,16,63.2661,67.9809,65.5388,9.2662
