trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D10,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,43.3562,21.0077,28.3021,11.8105
1,D10,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,65.936,25.1279,36.3884,19.9102
2,D10,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,46.3107,17.6792,25.5896,24.4367
3,D10,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,32.229,20.6797,25.1938,22.9067
4,D10,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,98.9305,0.8092,1.6052,20.9838
0,D10,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,43.3562,21.0077,28.3021,11.9993
1,D10,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,65.936,25.1279,36.3884,19.1846
2,D10,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,46.3107,17.6792,25.5896,22.6143
3,D10,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,32.229,20.6797,25.1938,23.072
4,D10,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,98.9305,0.8092,1.6052,22.1641
5,D10,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,random,16,69.3401,45.4534,54.9115,32.3675
6,D10,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,random,16,63.2126,27.6429,38.465,26.2284
7,D10,UniqueMappingClustering,word2vec,11,0.16050713565217573,random,16,33.2269,23.6671,27.6438,11.8142
8,D10,ConnectedComponentsClustering,smpnet,27,0.867117980377068,random,16,100.0,0.0962,0.1923,17.4334
9,D10,UniqueMappingClustering,smpnet,90,0.6531767268315849,random,16,82.7047,6.7139,12.4196,18.9493
0,D10,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,random,16,43.3562,21.0077,28.3021,12.2754
1,D10,KiralyMSMApproximateClustering,smpnet,45,0.47481738416773445,random,16,65.936,25.1279,36.3884,19.7776
2,D10,KiralyMSMApproximateClustering,fasttext,66,0.4711965326419649,random,16,46.3107,17.6792,25.5896,23.3673
3,D10,UniqueMappingClustering,fasttext,58,0.2943416959598126,random,16,32.229,20.6797,25.1938,22.6778
4,D10,ConnectedComponentsClustering,smpnet,59,0.7790352058915504,random,16,98.9305,0.8092,1.6052,22.0079
5,D10,KiralyMSMApproximateClustering,st5,73,0.22924636895423378,random,16,69.3401,45.4534,54.9115,32.113
6,D10,KiralyMSMApproximateClustering,smpnet,75,0.41038069916451475,random,16,63.2126,27.6429,38.465,27.6393
7,D10,UniqueMappingClustering,word2vec,11,0.16050713565217573,random,16,33.2269,23.6671,27.6438,11.4137
