Feature,Importance
k,0.011676490362658927
threshold,0.12892348348845212
InputEntityProfiles,0.03699411146093538
NumberOfAttributes,0.06335124091891767
NumberOfDistinctValues,0.02073447894007392
NumberOfNameValuePairs,0.02353468954768609
AverageNVPairsPerEntity,0.04432188172385102
AverageDistinctValuesPerEntity,0.05087511003894456
AverageNVpairsPerAttribute,0.04871354061058538
AverageDistinctValuesPerAttribute,0.03710987043474854
NumberOfMissingNVpairs,0.09239870692529867
AverageValueLength,0.02172620504041901
AverageValueTokens,0.048104877767215816
MaxValuesPerEntity,0.0777684627766562
clustering_KiralyMSMApproximateClustering,0.07335015706251725
clustering_UniqueMappingClustering,0.06649960016330124
lm_sdistilroberta,0.013797344582187865
lm_sent_glove,0.010996147489426797
lm_sminilm,0.02584764508397551
lm_smpnet,0.01803003490361481
lm_st5,0.06788877373380317
lm_word2vec,0.01735714694473022
