Feature,Weight
Intercept,45.455909187527254
k,-0.24872043351139914
threshold,-0.9719641110891128
InputEntityProfiles,-2381282993332.932
NumberOfAttributes,254199609701.18427
NumberOfDistinctValues,10482277791524.258
NumberOfNameValuePairs,1378542269560.3875
AverageNVPairsPerEntity,-2437232252978.8154
AverageDistinctValuesPerEntity,-330685064993.30615
AverageNVpairsPerAttribute,5076572149248.671
AverageDistinctValuesPerAttribute,-5803855979601.949
NumberOfMissingNVpairs,-8542850935421.705
AverageValueLength,6350142762862.634
AverageValueTokens,-6460969525104.274
MaxValuesPerEntity,1999900112507.7717
clustering_KiralyMSMApproximateClustering,11.319659888736387
clustering_UniqueMappingClustering,9.000747499312203
lm_sdistilroberta,6.770829987360108
lm_sent_glove,4.719728281613444
lm_sminilm,9.393662419989449
lm_smpnet,8.357132815657177
lm_st5,10.896931353894816
lm_word2vec,2.966312304728544
