Feature,Importance
k,0.027004344704275107
threshold,0.11457820010844734
InputEntityProfiles,0.038230122530781785
NumberOfAttributes,0.06454574065007722
NumberOfDistinctValues,0.028991588881561826
NumberOfNameValuePairs,0.02968531655394188
AverageNVPairsPerEntity,0.034762391178085446
AverageDistinctValuesPerEntity,0.06817554210038164
AverageNVpairsPerAttribute,0.04519073628404531
AverageDistinctValuesPerAttribute,0.03984947861542966
NumberOfMissingNVpairs,0.08986024635240689
AverageValueLength,0.04959276286727782
AverageValueTokens,0.058083621962242246
MaxValuesPerEntity,0.057961812061684534
clustering_KiralyMSMApproximateClustering,0.05524327320619862
clustering_UniqueMappingClustering,0.039975351572808904
lm_sdistilroberta,0.009296507841121007
lm_sent_glove,0.012268608887147675
lm_sminilm,0.028975292425354304
lm_smpnet,0.016375667194011467
lm_st5,0.0688769505783635
lm_word2vec,0.022476443444355648
