Feature,Importance
k,0.026785180125584594
threshold,0.1170614311468633
InputEntityProfiles,0.04939526431534872
NumberOfAttributes,0.04513500431700007
NumberOfDistinctValues,0.025242154590541167
NumberOfNameValuePairs,0.03137072458445703
AverageNVPairsPerEntity,0.04695229687937624
AverageDistinctValuesPerEntity,0.06990393653064296
AverageNVpairsPerAttribute,0.049301107426630124
AverageDistinctValuesPerAttribute,0.03277983495178942
NumberOfMissingNVpairs,0.09317673840436964
AverageValueLength,0.03361759249399952
AverageValueTokens,0.04129364564336512
MaxValuesPerEntity,0.048681600522559036
clustering_KiralyMSMApproximateClustering,0.05475965065950791
clustering_UniqueMappingClustering,0.049014768460176945
lm_sdistilroberta,0.009867981434796546
lm_sent_glove,0.014554402198893741
lm_sminilm,0.029999406286200958
lm_smpnet,0.015902715089714407
lm_st5,0.09367355280799679
lm_word2vec,0.021531011130185903
