Feature,Importance
k,0.029227474321733456
threshold,0.12736521987679034
InputEntityProfiles,0.04844932315105265
NumberOfAttributes,0.025763298726596405
NumberOfDistinctValues,0.06196738783819251
NumberOfNameValuePairs,0.0348504032330195
AverageNVPairsPerEntity,0.04061529720923622
AverageDistinctValuesPerEntity,0.05751620454957359
AverageNVpairsPerAttribute,0.06962649720909837
AverageDistinctValuesPerAttribute,0.05223349325870456
NumberOfMissingNVpairs,0.11417851004688714
AverageValueLength,0.025145230040349065
AverageValueTokens,0.021086014979256426
MaxValuesPerEntity,0.020971969815834487
clustering_KiralyMSMApproximateClustering,0.05596181775797934
clustering_UniqueMappingClustering,0.0488383854694156
lm_sdistilroberta,0.007767513486758941
lm_sent_glove,0.01580373455459348
lm_sminilm,0.02797201728318064
lm_smpnet,0.011708422471392041
lm_st5,0.07681429746577739
lm_word2vec,0.026137487254577804
