Feature,Weight
Intercept,45.066693451834624
k,-0.15305242464826324
threshold,-1.461001442357012
InputEntityProfiles,-198.06997594819725
NumberOfAttributes,19.87996341986014
NumberOfDistinctValues,-146.0284946005309
NumberOfNameValuePairs,-64.50342330898974
AverageNVPairsPerEntity,57.15539996903349
AverageDistinctValuesPerEntity,-201.665833035558
AverageNVpairsPerAttribute,325.8365175646769
AverageDistinctValuesPerAttribute,143.14864082626306
NumberOfMissingNVpairs,-50.68073511752201
AverageValueLength,-243.48453137694176
AverageValueTokens,262.5243799977129
MaxValuesPerEntity,60.95239920160687
clustering_KiralyMSMApproximateClustering,11.695376915725365
clustering_UniqueMappingClustering,10.233663472436074
lm_sdistilroberta,7.907881296728923
lm_sent_glove,4.634097857975742
lm_sminilm,10.116815701114408
lm_smpnet,9.145472213505442
lm_st5,12.570809603966387
lm_word2vec,3.5152929916132614
