Feature,Importance
k,0.0023736892791281
threshold,0.14741158876328125
InputEntityProfiles,0.03014228523963728
NumberOfAttributes,0.029687454977255667
NumberOfDistinctValues,0.03114548045624254
NumberOfNameValuePairs,0.028277284882834416
AverageNVPairsPerEntity,0.023692857669729294
AverageDistinctValuesPerEntity,0.057581942031037406
AverageNVpairsPerAttribute,0.06755739728117868
AverageDistinctValuesPerAttribute,0.05278726956417984
NumberOfMissingNVpairs,0.10560351965294451
AverageValueLength,0.053751082188972885
AverageValueTokens,0.05108591529213521
MaxValuesPerEntity,0.02685533921051041
clustering_KiralyMSMApproximateClustering,0.08003503493362399
clustering_UniqueMappingClustering,0.0771870007266883
lm_sdistilroberta,0.017940342179496725
lm_sent_glove,0.009273439262627373
lm_sminilm,0.026643108780692853
lm_smpnet,0.020183040299339393
lm_st5,0.04667486687450862
lm_word2vec,0.014110060453955398
