Feature,Importance
k,0.011048972456714273
threshold,0.14105387242221287
InputEntityProfiles,0.0284397443041777
NumberOfAttributes,0.022725497895605292
NumberOfDistinctValues,0.021791133522484255
NumberOfNameValuePairs,0.03426326513628311
AverageNVPairsPerEntity,0.02184505120987399
AverageDistinctValuesPerEntity,0.05468733266749261
AverageNVpairsPerAttribute,0.07085165661537851
AverageDistinctValuesPerAttribute,0.068033286181406
NumberOfMissingNVpairs,0.0968462365313249
AverageValueLength,0.057390305055842854
AverageValueTokens,0.044213269307627104
MaxValuesPerEntity,0.021947655716260384
clustering_KiralyMSMApproximateClustering,0.07226416744946462
clustering_UniqueMappingClustering,0.06752070548395926
lm_sdistilroberta,0.015677671308503397
lm_sent_glove,0.011271991491202574
lm_sminilm,0.03028339254138221
lm_smpnet,0.018999154820800723
lm_st5,0.0697459300947767
lm_word2vec,0.019099707787226756
