Feature,Weight
Intercept,53.0017073528922
k,-0.03222922120054671
threshold,-1.6295856207674175
InputEntityProfiles,-8733890625143.277
NumberOfAttributes,1038460764159.8019
NumberOfDistinctValues,32388924181378.97
NumberOfNameValuePairs,-5843457470067.57
AverageNVPairsPerEntity,-3672800695223.9775
AverageDistinctValuesPerEntity,-7414089839969.431
AverageNVpairsPerAttribute,13777193545705.68
AverageDistinctValuesPerAttribute,-10435249805202.516
NumberOfMissingNVpairs,31541434969008.9
AverageValueLength,-5429962488485.506
AverageValueTokens,6391477677056.277
MaxValuesPerEntity,-46114646987386.94
clustering_KiralyMSMApproximateClustering,10.263463631700972
clustering_UniqueMappingClustering,9.070502015986687
lm_sdistilroberta,7.693388930438807
lm_sent_glove,5.5995819132354505
lm_sminilm,12.240323670701384
lm_smpnet,10.328342349230859
lm_st5,15.562914342653551
lm_word2vec,3.5390098324665775
