Feature,Weight
Intercept,51.896430453796484
k,-0.11599254497786131
threshold,-0.9813383067315269
InputEntityProfiles,6.951798124684617
NumberOfAttributes,13.00865105511529
NumberOfDistinctValues,32.39622086936832
NumberOfNameValuePairs,-61.387701173258826
AverageNVPairsPerEntity,59.44641069604718
AverageDistinctValuesPerEntity,11.26237934955594
AverageNVpairsPerAttribute,64.42060551172275
AverageDistinctValuesPerAttribute,-50.80288285299145
NumberOfMissingNVpairs,-49.06290398533636
AverageValueLength,171.86895630428958
AverageValueTokens,-166.6412992440711
MaxValuesPerEntity,-16.83518802789174
clustering_KiralyMSMApproximateClustering,10.238566234091932
clustering_UniqueMappingClustering,8.714645061849634
lm_sdistilroberta,7.512422335622676
lm_sent_glove,5.567710367051099
lm_sminilm,11.449244446839774
lm_smpnet,10.115476615338356
lm_st5,15.4577213843335
lm_word2vec,3.5320393109792194
