Feature,Importance
k,0.014130073056046556
threshold,0.1688215747463016
InputEntityProfiles,0.06562198484414039
NumberOfAttributes,0.014491505167835147
NumberOfDistinctValues,0.0272164663239566
NumberOfNameValuePairs,0.028458016356934294
AverageNVPairsPerEntity,0.038724472573151175
AverageDistinctValuesPerEntity,0.05815838115157384
AverageNVpairsPerAttribute,0.046906507853847104
AverageDistinctValuesPerAttribute,0.03383523611487317
NumberOfMissingNVpairs,0.014595018851460766
AverageValueLength,0.027276750642956572
AverageValueTokens,0.035476847180270846
MaxValuesPerEntity,0.020378268866263503
clustering_KiralyMSMApproximateClustering,0.07901116712277831
clustering_UniqueMappingClustering,0.07134435857733917
lm_sdistilroberta,0.025768703588076897
lm_sent_glove,0.017276669839737274
lm_sminilm,0.0486602991150301
lm_smpnet,0.03295068867351532
lm_st5,0.10445792131097771
lm_word2vec,0.026439088042933486
