Feature,Importance
k,0.0022707912187571715
threshold,0.1353163650504002
InputEntityProfiles,0.047914192227990045
NumberOfAttributes,0.03934272816974368
NumberOfDistinctValues,0.029821615568178493
NumberOfNameValuePairs,0.030655199975594738
AverageNVPairsPerEntity,0.037818460719060795
AverageDistinctValuesPerEntity,0.06987534804496906
AverageNVpairsPerAttribute,0.058865824352578464
AverageDistinctValuesPerAttribute,0.03380789227390266
NumberOfMissingNVpairs,0.09737865602512377
AverageValueLength,0.03824786015558639
AverageValueTokens,0.046610626942587004
MaxValuesPerEntity,0.050720336862071246
clustering_KiralyMSMApproximateClustering,0.07614742546306112
clustering_UniqueMappingClustering,0.0725372553475363
lm_sdistilroberta,0.017279648276965858
lm_sent_glove,0.009900110100624302
lm_sminilm,0.026096077417428584
lm_smpnet,0.0196955520556593
lm_st5,0.04710373848152081
lm_word2vec,0.012594295270659934
