Feature,Importance
k,0.0023335784183653482
threshold,0.1398723422692978
InputEntityProfiles,0.036570819255763075
NumberOfAttributes,0.047579385553924415
NumberOfDistinctValues,0.02556948439312079
NumberOfNameValuePairs,0.02697625614440666
AverageNVPairsPerEntity,0.02751168156867751
AverageDistinctValuesPerEntity,0.07342485570721115
AverageNVpairsPerAttribute,0.05745857589857227
AverageDistinctValuesPerAttribute,0.04443399854157789
NumberOfMissingNVpairs,0.10856028967739646
AverageValueLength,0.0397439124016951
AverageValueTokens,0.04886228482570717
MaxValuesPerEntity,0.0336833216468756
clustering_KiralyMSMApproximateClustering,0.0813777192708834
clustering_UniqueMappingClustering,0.0730738411611362
lm_sdistilroberta,0.017285121589666694
lm_sent_glove,0.010406347113926118
lm_sminilm,0.027800899803809374
lm_smpnet,0.019305763553599614
lm_st5,0.045433990530343756
lm_word2vec,0.012735530674043795
