Feature,Importance
k,0.0026052122639840447
threshold,0.14048588347117483
InputEntityProfiles,0.04107850390045941
NumberOfAttributes,0.0315504869741804
NumberOfDistinctValues,0.02549944009967429
NumberOfNameValuePairs,0.040523508235354416
AverageNVPairsPerEntity,0.029152929229180863
AverageDistinctValuesPerEntity,0.04528208156918972
AverageNVpairsPerAttribute,0.07358990386012004
AverageDistinctValuesPerAttribute,0.03791986988457619
NumberOfMissingNVpairs,0.09936908711821393
AverageValueLength,0.047423280192889716
AverageValueTokens,0.03699824611603831
MaxValuesPerEntity,0.0345637515911561
clustering_KiralyMSMApproximateClustering,0.08449666972667712
clustering_UniqueMappingClustering,0.08123955438991784
lm_sdistilroberta,0.021536171170602435
lm_sent_glove,0.010307033775195465
lm_sminilm,0.03150601975601294
lm_smpnet,0.023717119795431323
lm_st5,0.04527948098865363
lm_word2vec,0.015875765891317003
