Feature,Importance
k,0.002607251212592587
threshold,0.14571732506671906
InputEntityProfiles,0.04129529265588756
NumberOfAttributes,0.025471007472807436
NumberOfDistinctValues,0.05517250194755341
NumberOfNameValuePairs,0.026116059829473307
AverageNVPairsPerEntity,0.04003990223848297
AverageDistinctValuesPerEntity,0.04449162882834737
AverageNVpairsPerAttribute,0.07624359153719987
AverageDistinctValuesPerAttribute,0.06596581191882005
NumberOfMissingNVpairs,0.13773789125162925
AverageValueLength,0.02233797624154377
AverageValueTokens,0.03723728185518854
MaxValuesPerEntity,0.02204051246194855
clustering_KiralyMSMApproximateClustering,0.0811718934253722
clustering_UniqueMappingClustering,0.07416813042420402
lm_sdistilroberta,0.010291738679006634
lm_sent_glove,0.008867175526810522
lm_sminilm,0.019382144253847457
lm_smpnet,0.012094379270217535
lm_st5,0.0371968102350785
lm_word2vec,0.014353693667269364
