Feature,Importance
k,0.011438706940311462
threshold,0.1333554562660453
InputEntityProfiles,0.027725736630682205
NumberOfAttributes,0.052773325348179655
NumberOfDistinctValues,0.03751771633531082
NumberOfNameValuePairs,0.03384744203382811
AverageNVPairsPerEntity,0.028226044256036795
AverageDistinctValuesPerEntity,0.06085286743296698
AverageNVpairsPerAttribute,0.047970950274517137
AverageDistinctValuesPerAttribute,0.03241584233329923
NumberOfMissingNVpairs,0.10281552049541129
AverageValueLength,0.04261279614974392
AverageValueTokens,0.04186133276725576
MaxValuesPerEntity,0.04957715302400678
clustering_KiralyMSMApproximateClustering,0.07117613794823836
clustering_UniqueMappingClustering,0.06611527876378864
lm_sdistilroberta,0.013019492456412913
lm_sent_glove,0.013069107373729186
lm_sminilm,0.028169205929607713
lm_smpnet,0.017129539248998838
lm_st5,0.07150519734269918
lm_word2vec,0.016825150648929865
