Feature,Importance
k,0.01047435428390137
threshold,0.12430217893395576
InputEntityProfiles,0.04079664864907218
NumberOfAttributes,0.0457805699209835
NumberOfDistinctValues,0.03685466381266886
NumberOfNameValuePairs,0.02817385315602849
AverageNVPairsPerEntity,0.049598450597449495
AverageDistinctValuesPerEntity,0.07098678922243115
AverageNVpairsPerAttribute,0.044609559892815766
AverageDistinctValuesPerAttribute,0.035858426401163115
NumberOfMissingNVpairs,0.09606283620284252
AverageValueLength,0.04140953041280595
AverageValueTokens,0.059559059125146474
MaxValuesPerEntity,0.05620242690639285
clustering_KiralyMSMApproximateClustering,0.06834321514182559
clustering_UniqueMappingClustering,0.05346096107151748
lm_sdistilroberta,0.01321279172839082
lm_sent_glove,0.009324693521795479
lm_sminilm,0.025913393285542333
lm_smpnet,0.017764655865569856
lm_st5,0.054377153649505114
lm_word2vec,0.016933788218195748
