Feature,Weight
Intercept,42.153587938676594
k,-0.29779042265467853
threshold,-2.415415509378512
InputEntityProfiles,-176.5313271691532
NumberOfAttributes,25.82469481374568
NumberOfDistinctValues,-71.86997034669471
NumberOfNameValuePairs,-210.41952608630163
AverageNVPairsPerEntity,-12.960544020395398
AverageDistinctValuesPerEntity,-230.29772014593922
AverageNVpairsPerAttribute,708.1634640351514
AverageDistinctValuesPerAttribute,-149.22385584960045
NumberOfMissingNVpairs,-141.86288453162072
AverageValueLength,-295.05664702445733
AverageValueTokens,323.6902492827019
MaxValuesPerEntity,194.79672641283102
clustering_KiralyMSMApproximateClustering,13.232850923076088
clustering_UniqueMappingClustering,11.771722923163484
lm_sdistilroberta,7.862324511214489
lm_sent_glove,4.5890042671137605
lm_sminilm,9.550708373988916
lm_smpnet,8.71983397947906
lm_st5,10.30097054861756
lm_word2vec,3.5330232106041457
