Feature,Importance
k,0.029323062352648727
threshold,0.1204806263272691
InputEntityProfiles,0.03787034783149393
NumberOfAttributes,0.083002954746112
NumberOfDistinctValues,0.02376559779554458
NumberOfNameValuePairs,0.02263750396036134
AverageNVPairsPerEntity,0.045142027172054296
AverageDistinctValuesPerEntity,0.05268674303743021
AverageNVpairsPerAttribute,0.04340138381074547
AverageDistinctValuesPerAttribute,0.04156686275286648
NumberOfMissingNVpairs,0.06638887275603432
AverageValueLength,0.03154103001583427
AverageValueTokens,0.03097611089242414
MaxValuesPerEntity,0.08084258122183802
clustering_KiralyMSMApproximateClustering,0.05673793723262938
clustering_UniqueMappingClustering,0.05187315230191556
lm_sdistilroberta,0.010753348276712461
lm_sent_glove,0.013641325470199552
lm_sminilm,0.02819554037173908
lm_smpnet,0.016922215874685106
lm_st5,0.08947076814778643
lm_word2vec,0.022780007651675475
