Feature,Importance
k,0.002331583324959906
threshold,0.1317883621322916
InputEntityProfiles,0.03962544269413377
NumberOfAttributes,0.038537088672306895
NumberOfDistinctValues,0.027476271791028878
NumberOfNameValuePairs,0.037591861386773937
AverageNVPairsPerEntity,0.040605342892913246
AverageDistinctValuesPerEntity,0.0667528114299442
AverageNVpairsPerAttribute,0.05638568240078817
AverageDistinctValuesPerAttribute,0.03608292128726402
NumberOfMissingNVpairs,0.10574194690960381
AverageValueLength,0.0318984803264907
AverageValueTokens,0.041199476139750765
MaxValuesPerEntity,0.06605206227297943
clustering_KiralyMSMApproximateClustering,0.07260642254832783
clustering_UniqueMappingClustering,0.07286106038470395
lm_sdistilroberta,0.01844833346969169
lm_sent_glove,0.008848339809549398
lm_sminilm,0.026262244816321122
lm_smpnet,0.020354109214193616
lm_st5,0.0462446571494576
lm_word2vec,0.012305498946525655
