Feature,Importance
k,0.010365118442423103
threshold,0.13967040608937664
InputEntityProfiles,0.03085545995993461
NumberOfAttributes,0.03371038023012023
NumberOfDistinctValues,0.022377562885965183
NumberOfNameValuePairs,0.025174179017793365
AverageNVPairsPerEntity,0.047795389598507126
AverageDistinctValuesPerEntity,0.08830338594215464
AverageNVpairsPerAttribute,0.04251006965911911
AverageDistinctValuesPerAttribute,0.03522879798865283
NumberOfMissingNVpairs,0.0947844724752454
AverageValueLength,0.03769191377355804
AverageValueTokens,0.05990315017610575
MaxValuesPerEntity,0.029046327991333065
clustering_KiralyMSMApproximateClustering,0.0728827445550924
clustering_UniqueMappingClustering,0.06779562854766648
lm_sdistilroberta,0.014605310390851178
lm_sent_glove,0.012006776742005622
lm_sminilm,0.027212380941475274
lm_smpnet,0.01799909307370319
lm_st5,0.07430764685996656
lm_word2vec,0.01577380465895014
