Feature,Importance
k,0.010326447911500867
threshold,0.1296804586527136
InputEntityProfiles,0.03378156575041376
NumberOfAttributes,0.050812445899919165
NumberOfDistinctValues,0.022965336428106303
NumberOfNameValuePairs,0.02634654726805085
AverageNVPairsPerEntity,0.029831128481729727
AverageDistinctValuesPerEntity,0.0852418804753978
AverageNVpairsPerAttribute,0.06260824998452927
AverageDistinctValuesPerAttribute,0.04842638227109689
NumberOfMissingNVpairs,0.08393162942492276
AverageValueLength,0.040853054717568435
AverageValueTokens,0.04815723934817002
MaxValuesPerEntity,0.034296361530381306
clustering_KiralyMSMApproximateClustering,0.06971303099505645
clustering_UniqueMappingClustering,0.06519608121162855
lm_sdistilroberta,0.013316864004145416
lm_sent_glove,0.012186868286553557
lm_sminilm,0.02685004309946524
lm_smpnet,0.017650607312726607
lm_st5,0.07123171003596979
lm_word2vec,0.01659606690995359
