Feature,Importance
k,0.026629199439449143
threshold,0.12755247141327267
InputEntityProfiles,0.027683412422925168
NumberOfAttributes,0.03962642528390255
NumberOfDistinctValues,0.024060391356179833
NumberOfNameValuePairs,0.0259104189885787
AverageNVPairsPerEntity,0.05466796044050398
AverageDistinctValuesPerEntity,0.0871993275875743
AverageNVpairsPerAttribute,0.03628202320436702
AverageDistinctValuesPerAttribute,0.03558860630547155
NumberOfMissingNVpairs,0.08375910572587067
AverageValueLength,0.03810537278452325
AverageValueTokens,0.05940191627719462
MaxValuesPerEntity,0.032267343356357545
clustering_KiralyMSMApproximateClustering,0.05621758646349108
clustering_UniqueMappingClustering,0.05373400362696128
lm_sdistilroberta,0.011789618102185703
lm_sent_glove,0.015405985814139786
lm_sminilm,0.028454999266983357
lm_smpnet,0.016388828069122046
lm_st5,0.09878307927023244
lm_word2vec,0.020491924800713306
