Feature,Weight
Intercept,50.343619701168905
k,-0.06865697971664107
threshold,-0.6475141461889926
InputEntityProfiles,-1477700679857.5261
NumberOfAttributes,67098980252.14192
NumberOfDistinctValues,-570550380324.3164
NumberOfNameValuePairs,4997838503464.727
AverageNVPairsPerEntity,-1185836466497.2012
AverageDistinctValuesPerEntity,-404238111158.5789
AverageNVpairsPerAttribute,503078379781.65027
AverageDistinctValuesPerAttribute,373484468261.22784
NumberOfMissingNVpairs,-3856481344569.3096
AverageValueLength,855709912929.1774
AverageValueTokens,-851876585597.2701
MaxValuesPerEntity,1230659882262.9387
clustering_KiralyMSMApproximateClustering,9.7794110021134
clustering_UniqueMappingClustering,7.608982918216941
lm_sdistilroberta,6.99590259900447
lm_sent_glove,5.317386200538912
lm_sminilm,11.253738544357747
lm_smpnet,9.61657894177321
lm_st5,13.875226961932592
lm_word2vec,3.2753398381714875
