Feature,Importance
k,0.02832504659218043
threshold,0.1185747053599733
InputEntityProfiles,0.03674597290551334
NumberOfAttributes,0.05065226404117939
NumberOfDistinctValues,0.043169069577248045
NumberOfNameValuePairs,0.021964932462480654
AverageNVPairsPerEntity,0.0342198155503405
AverageDistinctValuesPerEntity,0.07818356062107858
AverageNVpairsPerAttribute,0.03967568346643606
AverageDistinctValuesPerAttribute,0.033156282781820125
NumberOfMissingNVpairs,0.09508232999057392
AverageValueLength,0.03212986033680039
AverageValueTokens,0.03701071965558073
MaxValuesPerEntity,0.05177258784933688
clustering_KiralyMSMApproximateClustering,0.05712842685805329
clustering_UniqueMappingClustering,0.052495469400273
lm_sdistilroberta,0.010983078552910948
lm_sent_glove,0.016096710315030075
lm_sminilm,0.03164391389332039
lm_smpnet,0.017300237775222098
lm_st5,0.09146491431103257
lm_word2vec,0.02222441770361523
