Feature,Weight
Intercept,42.657356997761426
k,-0.29741592136719847
threshold,-1.1694214890672079
InputEntityProfiles,-196.24015013448158
NumberOfAttributes,24.371186885006562
NumberOfDistinctValues,-98.69098407308765
NumberOfNameValuePairs,-172.24966801877443
AverageNVPairsPerEntity,-49.51924223285249
AverageDistinctValuesPerEntity,-206.75492314220136
AverageNVpairsPerAttribute,636.4801825700777
AverageDistinctValuesPerAttribute,-74.42099230857472
NumberOfMissingNVpairs,-114.01115683818745
AverageValueLength,-331.3805358171731
AverageValueTokens,354.05514244953184
MaxValuesPerEntity,181.81635036394167
clustering_KiralyMSMApproximateClustering,11.85477253654473
clustering_UniqueMappingClustering,9.743783523575987
lm_sdistilroberta,6.672155558066047
lm_sent_glove,4.385754126229259
lm_sminilm,8.292167695563787
lm_smpnet,7.623929689454541
lm_st5,8.742962342680089
lm_word2vec,2.803703396449772
