Feature,Importance
k,0.002516850362542245
threshold,0.18157071757987459
InputEntityProfiles,0.07479735419901293
NumberOfAttributes,0.012106798026122715
NumberOfDistinctValues,0.03434458509504815
NumberOfNameValuePairs,0.031020001226588247
AverageNVPairsPerEntity,0.03412341656784225
AverageDistinctValuesPerEntity,0.053182228830374365
AverageNVpairsPerAttribute,0.05322288358276313
AverageDistinctValuesPerAttribute,0.03048337016529446
NumberOfMissingNVpairs,0.01442264104840015
AverageValueLength,0.022841328930019594
AverageValueTokens,0.030442718906277075
MaxValuesPerEntity,0.01885345270320003
clustering_KiralyMSMApproximateClustering,0.0919325330724213
clustering_UniqueMappingClustering,0.09083423778811116
lm_sdistilroberta,0.032907684094413144
lm_sent_glove,0.016997615329631104
lm_sminilm,0.04365624176400469
lm_smpnet,0.03403646340937244
lm_st5,0.0725154518227468
lm_word2vec,0.023191425495939718
