Feature,Importance
k,0.03474309388832054
threshold,0.14938275516067015
InputEntityProfiles,0.061291396135216065
NumberOfAttributes,0.02409056175199735
NumberOfDistinctValues,0.02815892418020784
NumberOfNameValuePairs,0.027452684375060734
AverageNVPairsPerEntity,0.0445857749769661
AverageDistinctValuesPerEntity,0.058453113977129864
AverageNVpairsPerAttribute,0.04744350890448662
AverageDistinctValuesPerAttribute,0.03765967556557648
NumberOfMissingNVpairs,0.014710585649768685
AverageValueLength,0.026397713991615678
AverageValueTokens,0.0314102350171731
MaxValuesPerEntity,0.023630259560151957
clustering_KiralyMSMApproximateClustering,0.06086245670177525
clustering_UniqueMappingClustering,0.0522769894429819
lm_sdistilroberta,0.01826759145237186
lm_sent_glove,0.019926076049706202
lm_sminilm,0.048464328303861104
lm_smpnet,0.02764442173461048
lm_st5,0.12799889308915852
lm_word2vec,0.0351489600911936
