Feature,Importance
k,0.02980557649434405
threshold,0.1353217606582986
InputEntityProfiles,0.029768403284632934
NumberOfAttributes,0.04107099078309616
NumberOfDistinctValues,0.023780486280055583
NumberOfNameValuePairs,0.031131071165363462
AverageNVPairsPerEntity,0.019298608288509763
AverageDistinctValuesPerEntity,0.05185644970617264
AverageNVpairsPerAttribute,0.06136209208855132
AverageDistinctValuesPerAttribute,0.04387214661055361
NumberOfMissingNVpairs,0.09052252738074622
AverageValueLength,0.0558488738764109
AverageValueTokens,0.03977561649430292
MaxValuesPerEntity,0.037357171183432264
clustering_KiralyMSMApproximateClustering,0.05850781154746634
clustering_UniqueMappingClustering,0.052245414699734795
lm_sdistilroberta,0.011600373764215714
lm_sent_glove,0.015204553374893553
lm_sminilm,0.033931682318898294
lm_smpnet,0.019083119841993672
lm_st5,0.09419635052792706
lm_word2vec,0.024458919630400068
